	num_samples	pval_counts	pval	pval_std	fc	fc_std	gene_id
ADAM33	287	287	1.51746821497e-17	0.0	-7.6899	1.8564	ENSG00000149451.17
GSTM2	287	287	2.27285222524e-11	0.0001	-5.1671	0.9747	ENSG00000213366.12
CORO6	287	287	6.03031425447e-18	0.0	-7.1211	1.2076	ENSG00000167549.18
ADHFE1	287	287	5.94389396141e-15	0.0	-6.2532	1.2353	ENSG00000147576.15
GALNT3	287	287	1.92634935625e-08	0.0	5.4882	0.6348	ENSG00000115339.13
SLC26A10	287	286	4.77628422999e-13	0.0003	-6.508	1.3977	ENSG00000135502.16
CDH3	287	286	3.09196294201e-12	0.001	6.7637	0.9174	ENSG00000062038.13
NFATC4	287	286	1.35200304149e-13	0.0001	-3.8725	0.8685	ENSG00000100968.13
RIC3	287	285	5.75408295937e-17	0.0007	-7.3085	1.814	ENSG00000166405.14
GLP2R	287	285	2.65728485865e-11	0.0022	-5.7783	1.5902	ENSG00000065325.12
DSP	287	285	4.39536493842e-07	0.0013	4.6199	0.5927	ENSG00000096696.13
SCN7A	287	285	3.65433205115e-22	0.0019	-8.8935	2.4728	ENSG00000136546.13
SPEG	287	285	9.94519975302e-22	0.0005	-7.8197	1.9011	ENSG00000072195.14
DTX3	287	284	1.37773297692e-12	0.0007	-4.259	1.1185	ENSG00000178498.15
RBPMS	287	284	2.05720589796e-10	0.0023	-3.9141	0.8934	ENSG00000157110.15
MTFR1L	287	284	1.32800968419e-10	0.0007	-1.7543	0.3565	ENSG00000117640.17
LIMS2	287	284	8.59510734218e-15	0.006	-5.6151	1.2707	ENSG00000072163.18
CLCN6	287	284	1.37519095181e-11	0.0043	-2.116	0.5547	ENSG00000011021.21
NFE2L3	287	284	2.18624562294e-12	0.0062	4.2514	0.707	ENSG00000050344.8
ARHGEF25	287	284	6.64112836683e-15	0.0015	-5.4038	1.2484	ENSG00000240771.6
C8orf46	287	284	2.35279109287e-09	0.0006	-6.5179	1.3141	ENSG00000169085.11
