	num_samples	pval_counts	pval	pval_std	fc	fc_std	gene_id
SP140	1	1	6.2294836937e-16	0.0	5.1381	0.0	ENSG00000079263.18
CAMSAP3	1	1	1.32137810161e-24	0.0	-8.1193	0.0	ENSG00000076826.9
BTAF1	1	1	1.75391421669e-07	0.0	-2.6821	0.0	ENSG00000095564.13
GNA11	1	1	5.70288805632e-05	0.0	-1.1647	0.0	ENSG00000088256.8
HUNK	1	1	4.47040746766e-06	0.0	-3.3364	0.0	ENSG00000142149.8
CLEC4A	1	1	0.000108522103284	0.0	1.9313	0.0	ENSG00000111729.12
IRF4	1	1	2.00801095216e-05	0.0	3.2991	0.0	ENSG00000137265.14
FAM167B	1	1	9.09289797224e-10	0.0	6.3167	0.0	ENSG00000183615.5
SLC47A2	1	1	4.21402536627e-06	0.0	-6.5065	0.0	ENSG00000180638.17
TGM3	1	1	9.26474563542e-24	0.0	-11.7696	0.0	ENSG00000125780.11
SLC2A6	1	1	6.20834940644e-05	0.0	3.2661	0.0	ENSG00000160326.13
FBXL8	1	1	6.62732199295e-08	0.0	-2.5731	0.0	ENSG00000135722.8
PSAPL1	1	1	7.59829626636e-24	0.0	-11.7885	0.0	ENSG00000178597.5
S100B	1	1	3.3967260237e-18	0.0	6.9556	0.0	ENSG00000160307.9
HNRNPC	1	1	0.000901175974367	0.0	1.2398	0.0	ENSG00000092199.17
CCDC3	1	1	2.41778839074e-12	0.0	-4.3048	0.0	ENSG00000151468.10
PSMA5	1	1	9.25453500307e-09	0.0	1.671	0.0	ENSG00000143106.12
TNFRSF13B	1	1	1.97949815021e-06	0.0	7.1706	0.0	ENSG00000240505.8
TBC1D12	1	1	8.36609636481e-07	0.0	-1.6149	0.0	ENSG00000108239.8
ELOVL2	1	1	3.33545516226e-10	0.0	6.4817	0.0	ENSG00000197977.3
SUN1	1	1	3.73764731019e-14	0.0	-2.3506	0.0	ENSG00000164828.17
CPSF2	1	1	0.000848139975599	0.0	1.0478	0.0	ENSG00000165934.12
ADAM28	1	1	0.000861407466322	0.0	2.843	0.0	ENSG00000042980.12
AVIL	1	1	0.000983871717748	0.0	-2.3642	0.0	ENSG00000135407.10
TNKS1BP1	1	1	7.02357387388e-13	0.0	-2.4943	0.0	ENSG00000149115.13
VSNL1	1	1	7.4029912692e-11	0.0	-7.2798	0.0	ENSG00000163032.11
CNIH3	1	1	0.000678361428008	0.0	2.1228	0.0	ENSG00000143786.7
SPAG16	1	1	0.000203761762009	0.0	-1.8952	0.0	ENSG00000144451.18
FAM132A	1	1	2.00544439903e-07	0.0	-6.0064	0.0	ENSG00000184163.3
MFSD12	1	1	1.0343390358e-06	0.0	2.78	0.0	ENSG00000161091.12
ZNF280B	1	1	6.0770239486e-08	0.0	4.7287	0.0	ENSG00000275004.3
HOXA9	1	1	1.05951407723e-21	0.0	-5.4475	0.0	ENSG00000078399.15
NOL3	1	1	2.62971225798e-09	0.0	-2.4838	0.0	ENSG00000140939.14
TAF1C	1	1	2.68223604023e-08	0.0	-2.1444	0.0	ENSG00000103168.16
RHOH	1	1	1.27443398669e-08	0.0	4.7097	0.0	ENSG00000168421.12
CD80	1	1	0.000182099952843	0.0	4.9204	0.0	ENSG00000121594.11
STYK1	1	1	0.000448798998217	0.0	-2.5949	0.0	ENSG00000060140.8
MIA	1	1	1.06356245441e-14	0.0	6.4784	0.0	ENSG00000261857.6
BLVRA	1	1	4.46399763325e-06	0.0	1.5584	0.0	ENSG00000106605.10
IKZF1	1	1	1.69899424978e-05	0.0	3.6237	0.0	ENSG00000185811.16
DHCR7	1	1	0.000550566289674	0.0	-2.1988	0.0	ENSG00000172893.15
TRPC6	1	1	5.52171967192e-09	0.0	-4.0242	0.0	ENSG00000137672.12
SOWAHB	1	1	2.3606739457e-08	0.0	-6.5844	0.0	ENSG00000186212.3
SEPT5	1	1	1.69135990409e-12	0.0	-4.7277	0.0	ENSG00000184702.17
CCDC28B	1	1	0.000166000496454	0.0	2.0678	0.0	ENSG00000160050.14
