	num_samples	pval_counts	pval	pval_std	fc	fc_std	gene_id
CELA3A	426	425	4.35803479568e-07	0.0256	-6.7506	0.9631	ENSG00000142789.19
PNLIP	426	424	6.25825090546e-07	0.0322	-6.7187	0.8891	ENSG00000175535.6
PGA3	426	421	1.65997417445e-12	0.0065	-7.6339	1.5106	ENSG00000229859.8
CTRB1	426	421	1.49206419041e-06	0.0459	-6.4374	1.1217	ENSG00000168925.10
CALCOCO1	426	419	1.62255549214e-16	0.0377	-2.2427	0.6163	ENSG00000012822.15
PNISR	426	419	3.57506925845e-47	0.0615	-2.2073	0.6926	ENSG00000132424.14
RNPC3	426	418	3.13968483021e-20	0.0422	-2.6497	0.7033	ENSG00000185946.15
CTRB2	426	418	1.7229323761e-06	0.0597	-5.7602	1.269	ENSG00000168928.12
CLPS	426	418	2.00663549038e-05	0.0286	-5.8271	1.0181	ENSG00000137392.9
CPA1	426	418	1.14164151438e-08	0.0361	-6.7984	1.4597	ENSG00000091704.9
RPN1	426	417	3.22859912381e-17	0.0105	2.0018	0.5099	ENSG00000163902.11
SYNGAP1	426	417	1.49509944031e-20	0.0399	-1.8807	0.6452	ENSG00000197283.12
LIPF	426	417	2.21778949885e-06	0.064	-6.4352	1.279	ENSG00000182333.14
RIC3	426	417	3.41491714426e-32	0.0684	-5.4609	2.3227	ENSG00000166405.14
SRRM2	426	416	1.22944328376e-17	0.0101	-1.7587	0.5267	ENSG00000167978.16
GP2	426	415	7.41226235203e-07	0.0502	-6.6059	1.6111	ENSG00000169347.16
PGA4	426	414	1.31520055093e-08	0.0734	-6.8593	1.4636	ENSG00000229183.8
ROMO1	426	414	8.92214550006e-20	0.0342	2.0463	0.8016	ENSG00000125995.15
PNPLA7	426	414	1.86068414464e-19	0.0218	-4.0438	1.2778	ENSG00000130653.15
SNRPD3	426	414	4.2065099209e-28	0.0034	1.384	0.5514	ENSG00000100028.11
SNRPF	426	413	2.63310024492e-17	0.0204	2.3118	0.7278	ENSG00000139343.10
REG1B	426	412	7.37703021415e-05	0.0415	-5.7417	1.0036	ENSG00000172023.7
SEC31B	426	412	3.83962219096e-27	0.0662	-3.0727	1.1134	ENSG00000075826.16
LENG8	426	412	1.51312751983e-20	0.0549	-2.3901	0.7652	ENSG00000167615.16
CALR	426	411	1.17372116626e-09	0.0333	2.412	0.5914	ENSG00000179218.13
RNASEH2A	426	411	1.75625425776e-30	0.0863	2.6789	0.8336	ENSG00000104889.4
ZBTB16	426	410	7.17800601413e-19	0.0755	-7.2015	2.2977	ENSG00000109906.13
WDR19	426	408	8.02980079761e-13	0.0595	-1.8616	0.619	ENSG00000157796.17
SNRPG	426	408	2.35735033717e-11	0.0363	2.1623	0.588	ENSG00000143977.13
LSM4	426	408	8.88649540811e-18	0.1136	1.5721	0.6153	ENSG00000130520.10
BOLA2B	426	407	5.63158211877e-16	0.0898	2.6393	0.9593	ENSG00000169627.7
PDIA3	426	406	8.66412163251e-13	0.0425	1.8975	0.5479	ENSG00000167004.12
ALYREF	426	406	4.40472333602e-14	0.0299	2.2084	0.6872	ENSG00000183684.7
NME1	426	405	3.60853796586e-12	0.0849	2.6979	0.7767	ENSG00000239672.7
CBX3	426	405	4.36995479138e-23	0.0745	1.4165	0.5057	ENSG00000122565.18
ILF2	426	404	2.07484029672e-14	0.0735	1.6347	0.5794	ENSG00000143621.16
RBM24	426	404	1.71313284638e-19	0.1289	-5.2427	2.1845	ENSG00000112183.14
KANSL1L	426	404	3.98374806517e-14	0.0752	-2.1408	0.7393	ENSG00000144445.15
YWHAZ	426	404	3.93943043924e-20	0.0655	1.5267	0.7287	ENSG00000164924.17
CELA3B	426	404	7.2877016688e-05	0.0267	-5.6089	0.9567	ENSG00000219073.7
PGC	426	403	1.2289559041e-08	0.1038	-6.0579	2.2247	ENSG00000096088.16
CEP85L	426	402	8.86729896693e-16	0.091	-2.5973	0.9725	ENSG00000111860.13
CPB1	426	402	3.81461016959e-07	0.0899	-6.0567	1.9495	ENSG00000153002.11
SLC25A27	426	402	5.60437668625e-18	0.0682	-3.9685	1.6002	ENSG00000153291.15
SUMO2	426	401	1.26484349915e-10	0.0335	1.3511	0.4121	ENSG00000188612.11
AMY2A	426	401	8.39215287965e-05	0.06	-5.6228	0.936	ENSG00000243480.7
CPSF3	426	400	2.10070586627e-17	0.0721	1.3583	0.4951	ENSG00000119203.13
ADAM33	426	400	1.31197645955e-14	0.0168	-6.7041	2.1521	ENSG00000149451.17
C16orf59	426	400	4.79451033799e-16	0.0899	3.9545	1.2452	ENSG00000162062.14
PIGU	426	399	8.92744614598e-19	0.0721	1.7416	0.674	ENSG00000101464.10
PPAP2B	426	399	4.44779049117e-18	0.1229	-2.854	1.0494	ENSG00000162407.8
HIF3A	426	399	2.53292478724e-18	0.0489	-7.5303	2.538	ENSG00000124440.15
SSR1	426	399	6.10373243916e-27	0.0891	1.1261	0.5332	ENSG00000124783.12
SSR3	426	398	8.17708877954e-19	0.082	1.2415	0.5069	ENSG00000114850.6
GABBR1	426	398	7.42605165724e-19	0.0536	-3.1617	1.4442	ENSG00000204681.10
PSENEN	426	398	9.02035201692e-13	0.0799	1.9231	0.7026	ENSG00000205155.7
AASS	426	397	4.05894871386e-13	0.0248	-3.4248	1.4006	ENSG00000008311.14
FOXF1	426	397	1.3523200768e-21	0.1114	-4.059	1.683	ENSG00000103241.6
ATP5J2	426	397	6.79346930977e-11	0.069	1.9494	0.655	ENSG00000241468.7
RECQL4	426	396	8.76739979779e-22	0.1121	2.9417	1.1692	ENSG00000160957.12
NPHP3	426	396	5.92188012425e-13	0.0537	-1.9271	0.6692	ENSG00000113971.18
YWHAE	426	396	1.30364735495e-20	0.0742	1.3312	0.5928	ENSG00000108953.16
MIS18A	426	396	6.71117279522e-17	0.1041	2.0767	0.7503	ENSG00000159055.3
BOLA2	426	396	6.58313074141e-13	0.1133	2.3347	1.0963	ENSG00000183336.7
PGA5	426	396	1.01698608185e-05	0.085	-5.8669	1.4762	ENSG00000256713.7
KLHDC1	426	395	9.78556367261e-11	0.0578	-2.7369	1.0242	ENSG00000197776.7
GPR146	426	395	3.41595490401e-12	0.0378	-3.1121	1.1497	ENSG00000164849.8
H2AFX	426	395	1.78924646869e-12	0.0882	2.4129	0.9089	ENSG00000188486.3
SCARA5	426	394	1.45783916874e-17	0.1413	-7.4651	2.69	ENSG00000168079.16
ARPC4	426	394	9.0577852215e-10	0.042	1.3777	0.5667	ENSG00000241553.12
HLF	426	394	1.13553509248e-14	0.1002	-6.073	2.1509	ENSG00000108924.13
SLC52A2	426	394	2.78710421406e-12	0.082	2.0106	0.735	ENSG00000185803.8
LAMA2	426	393	5.57734669417e-17	0.1148	-3.688	1.5026	ENSG00000196569.11
TNS2	426	393	2.090153808e-11	0.0916	-3.4898	1.0298	ENSG00000111077.17
REG1A	426	393	1.03139232719e-06	0.1005	-6.4239	1.8325	ENSG00000115386.5
ADH1B	426	393	4.2783573054e-27	0.0854	-9.0035	3.411	ENSG00000196616.12
CYP11B1	426	392	0.000116488176609	0.0059	-5.5492	0.7444	ENSG00000160882.11
GPR17	426	392	1.24482594866e-08	0.0168	-5.9485	1.5708	ENSG00000144230.16
SNRPB	426	392	2.0119416947e-12	0.0895	2.0054	0.6901	ENSG00000125835.17
FAM107A	426	391	3.31173825518e-15	0.1222	-5.9196	2.0849	ENSG00000168309.16
RUFY3	426	391	8.65665160734e-12	0.1137	-1.446	0.5422	ENSG00000018189.12
PLEKHH2	426	391	3.66643370537e-16	0.0815	-3.5423	1.4205	ENSG00000152527.13
AOX1	426	390	4.47568225797e-13	0.0672	-6.8405	2.3865	ENSG00000138356.13
BUD31	426	390	1.19461096893e-10	0.0561	1.4245	0.5625	ENSG00000106245.9
PRRT2	426	390	8.69961390485e-10	0.0529	-4.5089	1.2787	ENSG00000167371.16
PDE2A	426	390	2.99503165509e-14	0.1098	-3.8406	1.3413	ENSG00000186642.15
TPX2	426	390	9.56574281088e-08	0.0933	5.6625	1.393	ENSG00000088325.15
TOR3A	426	390	4.05150952317e-12	0.0918	1.3473	0.5461	ENSG00000186283.13
PPP4C	426	389	9.37870339894e-10	0.1214	1.6806	0.6263	ENSG00000149923.13
MAD2L1	426	389	3.20532389117e-18	0.1414	3.1082	1.1076	ENSG00000164109.13
CREBRF	426	389	2.36171067668e-10	0.086	-1.9626	0.68	ENSG00000164463.12
CARF	426	389	1.16326509286e-09	0.0286	-2.2829	0.7591	ENSG00000138380.17
TMED2	426	389	1.15924704692e-14	0.0916	1.2036	0.4952	ENSG00000086598.10
TMEM208	426	389	7.05188659906e-11	0.0962	1.7959	0.6469	ENSG00000168701.18
STARD9	426	389	2.3021827301e-08	0.0806	-4.142	1.195	ENSG00000159433.11
LRRK2	426	388	1.36408871861e-16	0.1224	-3.402	1.7541	ENSG00000188906.13
CISD2	426	387	1.34611040565e-12	0.0303	1.4395	0.5183	ENSG00000145354.9
NOVA1	426	386	8.69070915638e-19	0.1319	-4.7743	2.1245	ENSG00000139910.19
LY6G5B	426	386	6.40988674569e-09	0.035	-2.5595	0.8859	ENSG00000240053.8
C17orf49	426	386	1.29783521575e-15	0.0823	1.6521	0.6619	ENSG00000258315.5
PEG3	426	386	7.14336964162e-20	0.127	-4.7339	2.2816	ENSG00000198300.12
ADGRD1	426	385	3.6088842592e-14	0.1111	-6.2881	2.581	ENSG00000111452.12
TTN	426	385	1.2684339246e-14	0.102	-2.1912	1.2247	ENSG00000155657.23
TRMT112	426	385	6.27601657969e-12	0.0695	1.3877	0.5857	ENSG00000173113.6
TSTA3	426	385	1.78743453017e-15	0.1352	1.7253	0.7593	ENSG00000104522.15
TUB	426	385	2.21223517086e-13	0.1294	-3.7954	1.7964	ENSG00000166402.8
KDELR2	426	385	9.59309690824e-13	0.0739	1.5178	0.5332	ENSG00000136240.9
SOX10	426	385	2.43565407748e-10	0.0804	-8.061	2.4004	ENSG00000100146.16
UBAP1L	426	384	1.59845594648e-13	0.1142	-2.4616	1.0513	ENSG00000246922.8
RD3	426	383	2.19881164241e-05	0.0688	-5.4466	1.4431	ENSG00000198570.5
MICU3	426	383	5.76649855882e-11	0.097	-4.2396	1.6623	ENSG00000155970.11
LCN10	426	383	1.17907245968e-09	0.0847	-6.4305	2.0185	ENSG00000187922.13
PPIA	426	383	5.47025023079e-09	0.067	1.6789	0.5506	ENSG00000196262.13
UBE2S	426	383	2.45143861876e-13	0.1254	2.4484	0.9996	ENSG00000108106.13
KLF9	426	383	5.32265147927e-12	0.1275	-3.1236	1.4132	ENSG00000119138.4
