	num_samples	pval_counts	pval	pval_std	fc	fc_std	gene_id
DDX17	41	41	4.61358294812e-08	0.0001	-1.7772	0.2659	ENSG00000100201.18
ASIC3	41	41	2.64177606446e-09	0.0	-4.5905	0.6165	ENSG00000213199.7
NPIPA1	41	41	4.79973255171e-10	0.0	-2.8428	0.5188	ENSG00000183426.15
SRSF11	41	41	2.99760603393e-07	0.0002	-1.9204	0.2671	ENSG00000116754.13
SNRNP70	41	41	4.52825481727e-08	0.0	-2.3663	0.2769	ENSG00000104852.14
CAPRIN2	41	41	3.79605852474e-14	0.0	-2.5364	0.3746	ENSG00000110888.17
CCNL2	41	41	1.66276033435e-11	0.0	-2.9655	0.3738	ENSG00000221978.11
PRSS53	41	41	1.26459786742e-09	0.0	-4.3716	0.9142	ENSG00000151006.7
AKAP8L	41	41	4.39182274782e-06	0.0001	-1.9732	0.2377	ENSG00000011243.17
ZNF354B	41	41	9.40192983415e-10	0.0	-2.5139	0.4637	ENSG00000178338.10
GOLGA8A	41	41	2.14321130256e-13	0.0	-4.1473	0.8123	ENSG00000175265.17
LUC7L3	41	41	2.17400191033e-08	0.0	-2.5254	0.31	ENSG00000108848.15
GOLGA8B	41	41	5.83640699065e-09	0.0002	-3.9958	0.7369	ENSG00000215252.11
ARGLU1	41	41	4.14691336994e-10	0.0	-2.2442	0.2917	ENSG00000134884.13
PARP6	41	41	1.23394583892e-13	0.0	-2.3269	0.3473	ENSG00000137817.16
SLC26A10	41	41	1.74174042083e-12	0.0	-6.2598	1.3181	ENSG00000135502.16
PNISR	41	41	2.40937593853e-11	0.0	-2.9852	0.4101	ENSG00000132424.14
GABBR1	41	41	4.17820507016e-15	0.0	-3.9053	0.7534	ENSG00000204681.10
L3MBTL1	41	41	2.06223255755e-10	0.0001	-3.0887	0.6003	ENSG00000185513.14
SEC31B	41	41	8.56227170019e-16	0.0	-3.6618	0.8208	ENSG00000075826.16
LENG8	41	41	3.92928855988e-10	0.0001	-2.9374	0.5258	ENSG00000167615.16
SLC25A27	41	41	9.69242636488e-10	0.0	-4.359	0.8008	ENSG00000153291.15
CENPT	41	41	3.01479786249e-08	0.0002	-2.4594	0.3025	ENSG00000102901.12
MYO5B	41	40	2.12728791521e-06	0.0063	5.7429	0.7614	ENSG00000167306.18
