	num_samples	pval_counts	pval	pval_std	fc	fc_std	gene_id
CCNL2	50	42	1.33536489287e-07	0.0141	-2.3157	0.7835	ENSG00000221978.11
PRSS53	50	41			-3.1824	1.0328	ENSG00000151006.7
LENG8	50	39	1.16815580768e-06	0.066	-2.6339	0.7892	ENSG00000167615.16
SGK494	50	37			-2.2445	0.8072	ENSG00000167524.14
SEC31B	50	36	7.63340002037e-07	0.0896	-2.9099	1.137	ENSG00000075826.16
SUGP2	50	36	7.33422099504e-05	0.0771	-1.9639	0.5391	ENSG00000064607.16
PARP6	50	35	0.000234355544135	0.0191	-1.1698	0.2893	ENSG00000137817.16
DXO	50	35	8.38172783652e-05	0.0392	-1.4539	0.3257	ENSG00000204348.9
TUBGCP6	50	34	1.26116161282e-05	0.0991	-1.6603	0.5165	ENSG00000128159.11
KIAA0895L	50	34	3.8421298404e-05	0.0965	-2.4771	0.7141	ENSG00000196123.12
GABBR1	50	34	3.17591190429e-05	0.0454	-2.6302	0.8327	ENSG00000204681.10
METTL17	50	34	4.27832973726e-05	0.0682	-1.5735	0.4257	ENSG00000165792.17
KIAA1875	50	33			-2.6572	1.0928	ENSG00000179698.13
EME2	50	33	2.46376682991e-05	0.1143	-2.31	0.803	ENSG00000197774.12
FAM193B	50	33	9.14724702859e-05	0.0776	-2.4576	0.6578	ENSG00000146067.15
MAPK8IP3	50	33	4.24129388592e-05	0.0787	-2.4783	0.848	ENSG00000138834.12
APBB3	50	33	8.0654230762e-05	0.091	-2.2273	0.6114	ENSG00000113108.17
CENPT	50	33	0.000133835011831	0.0972	-2.0232	0.5919	ENSG00000102901.12
AHSA2	50	33	6.52791534652e-06	0.0933	-2.583	0.9622	ENSG00000173209.22
CSAD	50	33	4.14583932846e-05	0.0689	-2.205	0.8054	ENSG00000139631.18
MYO15B	50	32	0.000113444999901	0.0916	-2.8094	1.1206	ENSG00000266714.6
RP11-192H23.4	50	32			-2.3262	0.7702	ENSG00000258472.8
KIFC2	50	32	5.23475524223e-05	0.0885	-2.4638	0.7158	ENSG00000167702.11
RSRP1	50	31	2.14846596762e-05	0.1233	-2.6385	0.9739	ENSG00000117616.17
BRICD5	50	31			-2.5633	1.0329	ENSG00000182685.7
DDX26B	50	31	0.000281378869819	0.129	-1.7343	0.5773	ENSG00000165359.14
GOLGA8A	50	31	1.23504437153e-05	0.1317	-2.7239	1.2495	ENSG00000175265.17
AMY2B	50	31	0.000255446094479	0.0823	-2.4732	0.8563	ENSG00000240038.6
DNHD1	50	31	0.000133578148014	0.0789	-2.1874	0.7564	ENSG00000179532.12
PABPC1L	50	30	3.09183567753e-05	0.1121	-2.6354	1.0181	ENSG00000101104.12
DMTF1	50	29	0.000353727839395	0.0339	-1.599	0.4743	ENSG00000135164.18
UBAP1L	50	29	0.000201662517335	0.0838	-2.2472	0.8712	ENSG00000246922.8
SLC26A10	50	29			-2.9718	1.1058	ENSG00000135502.16
KIAA0907	50	29	0.000170727769854	0.0603	-2.1528	0.5509	ENSG00000132680.10
RP11-5A19.5	50	29			-2.9745	1.0025	ENSG00000265690.7
JMJD7-PLA2G4B	50	29	0.000532729996547	0.1066	-1.986	0.7971	ENSG00000168970.20
TMEM262	50	29			-2.3593	0.6884	ENSG00000187066.8
AGAP6	50	29	0.000456223178035	0.0562	-1.924	0.7983	ENSG00000204149.9
RP11-574K11.31	50	29			-2.2149	0.7257	ENSG00000272916.5
MXD3	50	28	8.12341821486e-05	0.0976	-2.4441	0.8175	ENSG00000213347.10
RP5-966M1.6	50	28	0.000467542318251	0.1227	-2.6713	0.9994	ENSG00000243696.4
CAPRIN2	50	28	0.000461822721111	0.1021	-1.5011	0.4094	ENSG00000110888.17
ASIC3	50	28			-2.602	0.9378	ENSG00000213199.7
ACAP3	50	28	0.000445915020927	0.1122	-1.9059	0.5117	ENSG00000131584.18
HSF4	50	28	0.000311319002334	0.1416	-2.4164	1.0551	ENSG00000102878.15
KLHL17	50	28	0.000555460253324	0.1387	-2.2995	0.6604	ENSG00000187961.13
MZF1	50	28	0.000312978674705	0.1383	-1.7972	0.6414	ENSG00000099326.8
RTEL1-TNFRSF6B	50	28	0.000201456660002	0.104	-2.5606	1.1307	ENSG00000026036.20
NKTR	50	28	0.000448547695247	0.0569	-2.2253	0.6951	ENSG00000114857.17
STAG3L5P-PVRIG2P-PILRB	50	28	0.000391986074816	0.1337	-2.1239	0.8622	ENSG00000272752.5
METTL3	50	28	0.000197773893485	0.0732	-1.4006	0.3129	ENSG00000165819.11
POLG2	50	28			-1.527	0.4597	ENSG00000256525.6
PNN	50	28	0.000242065323388	0.0618	-1.3416	0.367	ENSG00000100941.8
ADAT2	50	27	0.000491715549594	0.1261	-1.9598	0.6081	ENSG00000189007.15
CHKB	50	27	0.000257871705224	0.0971	-1.7584	0.5068	ENSG00000100288.19
CELF6	50	27	0.000488045479582	0.1399	-2.5991	1.0508	ENSG00000140488.14
ENTHD2	50	27	0.000407009320717	0.1096	-1.8372	0.4961	ENSG00000167302.9
VAMP1	50	27	0.00064818139128	0.1442	-2.2857	0.6059	ENSG00000139190.16
SLC9A5	50	27			-1.951	0.6657	ENSG00000135740.16
GABRE	50	27	0.000637367367607	0.1081	-2.4089	0.8493	ENSG00000102287.16
CLASRP	50	27	0.000410021638605	0.0903	-1.8252	0.5878	ENSG00000104859.14
TRMU	50	26	0.000599418578983	0.087	-1.854	0.5085	ENSG00000100416.12
NPIPB5	50	26	0.000927009665125	0.0682	-2.5194	0.7505	ENSG00000243716.10
RNPC3	50	26	0.000269455500306	0.0895	-2.2232	0.6419	ENSG00000185946.15
NPIPA1	50	26	0.000598295393086	0.089	-1.7135	0.5436	ENSG00000183426.15
ENO3	50	26			-2.047	0.6214	ENSG00000108515.17
ZNF354B	50	26	0.000858818048406	0.1037	-1.5408	0.5201	ENSG00000178338.10
SNRNP70	50	26	0.000796182774223	0.1279	-1.9121	0.5592	ENSG00000104852.14
CDK5RAP3	50	26	0.00043554941758	0.1181	-1.6719	0.4282	ENSG00000108465.14
ANKZF1	50	25	0.00099877754926	0.1229	-1.9924	0.5219	ENSG00000163516.13
YJEFN3	50	25	0.00103529163385	0.1203	-2.7084	1.0375	ENSG00000250067.11
CCDC14	50	25	0.000851862852026	0.1103	-1.791	0.493	ENSG00000175455.14
CCDC84	50	25	0.00234687266218	0.1301	-1.5985	0.7482	ENSG00000186166.8
D2HGDH	50	25	0.000897347629143	0.1723	-2.0543	0.7359	ENSG00000180902.16
CORO6	50	25	0.00096806256198	0.0761	-3.005	0.8727	ENSG00000167549.18
