	num_samples	pval_counts	pval	pval_std	fc	fc_std	gene_id
LENG8	51	51	5.96672066205e-19	0.0	-3.3058	0.6835	ENSG00000167615.16
RTEL1-TNFRSF6B	51	51	6.95037112829e-14	0.0	-3.1602	0.7232	ENSG00000026036.20
ARGLU1	51	50	2.54651512796e-14	0.002	-2.4332	0.5979	ENSG00000134884.13
SLC26A10	51	50	6.87637958589e-11	0.0004	-4.8739	1.0746	ENSG00000135502.16
CLASRP	51	50	2.16135623373e-10	0.0383	-2.0489	0.4596	ENSG00000104859.14
ADAM33	51	50	1.09973715e-08	0.004	-4.9201	1.0441	ENSG00000149451.17
CSNK2B-LY6G5B-1181	51	50	1.67693528835e-09	0.0166	-3.9968	1.0928	ENSG00000263020.5
DNHD1	51	50	2.60825037366e-14	0.1364	-3.1383	0.9222	ENSG00000179532.12
LY6G5B	51	50	1.93042416349e-14	0.0316	-3.8705	0.9996	ENSG00000240053.8
SEC31B	51	50	1.15736639905e-27	0.001	-3.8533	1.16	ENSG00000075826.16
TSPYL2	51	50	8.98419295021e-08	0.0018	-2.7735	0.52	ENSG00000184205.14
CCNL2	51	49	1.02811632349e-15	0.0415	-3.0082	0.7638	ENSG00000221978.11
DNAH17	51	49	1.94063747052e-07	0.0684	-3.1819	0.6693	ENSG00000187775.16
PNISR	51	49	8.14630000338e-10	0.1291	-2.52	0.686	ENSG00000132424.14
PARP6	51	49	1.45415541491e-15	0.0123	-2.2906	0.8943	ENSG00000137817.16
ENTHD2	51	49	9.68017839075e-09	0.0161	-2.335	0.4479	ENSG00000167302.9
UBAP1L	51	49	5.03699008436e-12	0.0039	-3.2849	0.9801	ENSG00000246922.8
CCDC130	51	49	8.98862738989e-09	0.1061	-1.8968	0.4332	ENSG00000104957.13
DLG4	51	49	1.08293003527e-07	0.0012	-2.3609	0.6759	ENSG00000132535.18
LCAT	51	49	5.94076813308e-12	0.0006	-3.5969	0.806	ENSG00000213398.7
FAM229A	51	49	9.25122605114e-09	0.0225	-3.2325	0.7777	ENSG00000225828.1
VAMP1	51	49	1.96452919321e-10	0.0495	-3.1295	0.7327	ENSG00000139190.16
