	num_samples	pval_counts	pval	pval_std	fc	fc_std	gene_id
GRIN3B	148	148	0.000114616824235	0.0	-2.6128	0.0	ENSG00000116032.5
TCEAL6	148	148	1.78972738019e-12	0.0	-10.1362	0.0	ENSG00000204071.9
ETFA	148	148	0.00389029375937	0.0	-1.133	0.0	ENSG00000140374.15
ZMYM4	148	148	0.00175627064019	0.0	0.8835	0.0	ENSG00000146463.11
PTPRJ	148	148	7.59472465484e-05	0.0	1.3778	0.0	ENSG00000149177.12
BLOC1S2	148	148	2.6759009744e-06	0.0	0.9183	0.0	ENSG00000196072.11
TWF2	148	148	0.00891323557307	0.0	1.1759	0.0	ENSG00000247596.8
PLK5	148	148	2.90781287084e-09	0.0	-4.6346	0.0	ENSG00000185988.11
SETD1B	148	148	8.60606326055e-05	0.0	0.9122	0.0	ENSG00000139718.10
KIAA1755	148	148	0.000432141534511	0.0	-2.7352	0.0	ENSG00000149633.11
AMBN	148	148	0.000483787474942	0.0	2.5815	0.0	ENSG00000178522.14
MIER3	148	148	0.00480224893574	0.0	0.7465	0.0	ENSG00000155545.19
DDX59	148	148	0.00236282036923	0.0	0.8775	0.0	ENSG00000118197.13
FFAR1	148	148	0.00220884000721	0.0	-4.2762	0.0	ENSG00000126266.3
CPXM1	148	148	4.62637192136e-06	0.0	2.493	0.0	ENSG00000088882.7
ZNF48	148	148	2.1300321392e-12	0.0	1.6348	0.0	ENSG00000180035.10
BCL11B	148	148	6.53308797508e-05	0.0	1.6223	0.0	ENSG00000127152.17
PLEKHB1	148	148	2.30383941405e-08	0.0	-3.6236	0.0	ENSG00000021300.13
NAT6	148	148	0.000919253533847	0.0	-2.7167	0.0	ENSG00000243477.5
C1orf100	148	148	4.95017888368e-07	0.0	-6.952	0.0	ENSG00000173728.10
PDPK1	148	148	0.00479003421163	0.0	-0.5317	0.0	ENSG00000140992.18
CGB8	148	148	5.56089596381e-08	0.0	10.1638	0.0	ENSG00000213030.5
EFNA4	148	148	4.49425480051e-14	0.0	3.5303	0.0	ENSG00000243364.7
CD83	148	148	0.00027660425526	0.0	1.9241	0.0	ENSG00000112149.9
KDELR2	148	148	0.00396467969109	0.0	0.8507	0.0	ENSG00000136240.9
SYCP2	148	148	0.00282058939507	0.0	-2.1951	0.0	ENSG00000196074.12
PSMA7	148	148	2.74774253785e-06	0.0	1.3641	0.0	ENSG00000101182.14
ELP6	148	148	0.00945278921677	0.0	0.7087	0.0	ENSG00000163832.15
ZDHHC14	148	148	5.85862056437e-25	0.0	-3.5175	0.0	ENSG00000175048.16
DNAH2	148	148	4.10803457782e-09	0.0	-5.5164	0.0	ENSG00000183914.14
PPP4R2	148	148	1.04940302206e-11	0.0	1.3893	0.0	ENSG00000163605.14
