query	_id	_score	entrezgene	name	notfound	summary	symbol
ASAH2	56624	97.615074	56624.0	N-acylsphingosine amidohydrolase 2		Ceramidases (EC 3.5.1.23), such as ASAH2, catalyze hydrolysis of the N-acyl linkage of ceramide, a second messenger in a variety of cellular events, to produce sphingosine. Sphingosine exerts both mitogenic and apoptosis-inducing activities, and its phosphorylated form functions as an intra- and intercellular second messenger (see MIM 603730) (Mitsutake et al., 2001 [PubMed 11328816]).	ASAH2
ENPP7	339221	94.277855	339221.0	ectonucleotide pyrophosphatase/phosphodiesterase 7		The protein encoded by this gene is an intestinal alkaline sphingomyelin phosphodiesterase that converts sphingomyelin to ceramide and phosphocholine. The encoded protein is anchored in the cell membrane, and it may function to protect the intestinal mucosa from inflammation and tumorigenesis. This protein is glycosylated and also exhibits lysophosphatidylcholine hydrolase activity.	ENPP7
CBR1	873	106.12563	873.0	carbonyl reductase 1		The protein encoded by this gene belongs to the short-chain dehydrogenases/reductases (SDR) family, which function as NADPH-dependent oxidoreductases having wide specificity for carbonyl compounds, such as quinones, prostaglandins, and various xenobiotics. Alternatively spliced transcript variants have been found for this gene.	CBR1
CIDEB	27141	97.31859	27141.0	cell death-inducing DFFA-like effector b			CIDEB
SYNPO2L	79933	94.27654	79933.0	synaptopodin 2 like			SYNPO2L
FLG	2312	104.417435	2312.0	filaggrin		The protein encoded by this gene is an intermediate filament-associated protein that aggregates keratin intermediate filaments in mammalian epidermis. It is initially synthesized as a polyprotein precursor, profilaggrin (consisting of multiple filaggrin units of 324 aa each), which is localized in keratohyalin granules, and is subsequently proteolytically processed into individual functional filaggrin molecules. Mutations in this gene are associated with ichthyosis vulgaris.	FLG
SLC5A4	6527	102.98327	6527.0	solute carrier family 5 member 4			SLC5A4
BEST4	266675	96.70164	266675.0	bestrophin 4		This gene is a member of the bestrophin gene family of anion channels. Bestrophin genes share a similar gene structure with highly conserved exon-intron boundaries, but with distinct 3' ends. Bestrophins are transmembrane proteins that contain a homologous region rich in aromatic residues, including an invariant arg-phe-pro motif. Mutation in one of the family members (bestrophin 1) is associated with vitelliform macular dystrophy. The bestrophin 4 gene is predominantly expressed in the colon.	BEST4
ASPDH	554235	98.646576	554235.0	aspartate dehydrogenase domain containing			ASPDH
CA7	766	91.045135	766.0	carbonic anhydrase 7		Carbonic anhydrases are a large family of zinc metalloenzymes that catalyze the reversible hydration of carbon dioxide. They participate in a variety of biological processes, including respiration, calcification, acid-base balance, bone resorption, and the formation of aqueous humor, cerebrospinal fluid, saliva, and gastric acid. They show extensive diversity in tissue distribution and in their subcellular localization. The cytosolic protein encoded by this gene is predominantly expressed in the salivary glands. Alternative splicing in the coding region results in multiple transcript variants encoding different isoforms.	CA7
