	num_samples	pval_counts	pval	pval_std	fc	fc_std	gene_id
SNRPC	180	180	2.07173594955e-05	0.0	1.5431	0.0	ENSG00000124562.9
TMEM88	180	180	0.00267783362767	0.0	-2.3437	0.0	ENSG00000167874.6
CCL14	180	180	2.03269886387e-07	0.0	-4.2069	0.0	ENSG00000276409.4
PDIA4	180	180	0.000556620303187	0.0	2.5845	0.0	ENSG00000155660.10
ATP5C1	180	180	0.000731183296086	0.0	1.3643	0.0	ENSG00000165629.19
SFN	180	180	8.38183739795e-30	0.0	8.5347	0.0	ENSG00000175793.11
TPD52L2	180	180	0.00458448791068	0.0	0.8139	0.0	ENSG00000101150.17
DIRAS1	180	180	5.70623175415e-06	0.0	-3.0093	0.0	ENSG00000176490.4
SCML1	180	180	4.5295099449e-06	0.0	-2.7558	0.0	ENSG00000047634.14
ELMO3	180	180	0.00153023842047	0.0	2.6297	0.0	ENSG00000102890.14
DDIAS	180	180	0.000974479140364	0.0	2.8696	0.0	ENSG00000165490.12
PIP5K1B	180	180	0.000760933173185	0.0	-2.7907	0.0	ENSG00000107242.17
ZNF19	180	180	0.00748334751172	0.0	-1.3766	0.0	ENSG00000157429.15
MN1	180	180	0.0031186835548	0.0	-2.9999	0.0	ENSG00000169184.5
ECM2	180	180	0.000317632059791	0.0	-2.8982	0.0	ENSG00000106823.12
APOL1	180	180	6.57085021723e-10	0.0	4.1487	0.0	ENSG00000100342.20
NCCRP1	180	180	1.80689249721e-07	0.0	4.9838	0.0	ENSG00000188505.4
KNTC1	180	180	0.0056980455417	0.0	1.2792	0.0	ENSG00000184445.11
CCDC9	180	180	0.00793987263812	0.0	-1.2369	0.0	ENSG00000105321.12
IDS	180	180	0.000156790932796	0.0	-2.6806	0.0	ENSG00000241489.7
LPAR2	180	180	0.00294475768161	0.0	2.3238	0.0	ENSG00000064547.13
CNTROB	180	180	0.00114864746995	0.0	-1.811	0.0	ENSG00000170037.13
WRNIP1	180	180	0.000164809457074	0.0	0.8524	0.0	ENSG00000124535.15
SYTL1	180	180	5.39694075362e-05	0.0	3.8073	0.0	ENSG00000142765.17
LMO7	180	180	0.000162130317193	0.0	2.1449	0.0	ENSG00000136153.19
PLAUR	180	180	0.00114020583841	0.0	2.4965	0.0	ENSG00000011422.11
WNT2B	180	180	0.00708508469031	0.0	-2.0492	0.0	ENSG00000134245.17
ZC2HC1C	180	180	1.84592002647e-09	0.0	2.728	0.0	ENSG00000119703.13
REEP1	180	180	0.00190676037701	0.0	-3.1955	0.0	ENSG00000068615.16
CPB1	180	180	0.000975057880648	0.0	-4.6684	0.0	ENSG00000153002.11
MDGA1	180	180	0.000537358150684	0.0	-2.6782	0.0	ENSG00000112139.14
GPR132	180	180	1.32615125134e-05	0.0	2.7659	0.0	ENSG00000183484.11
TCF7L1	180	180	9.44537840207e-05	0.0	-1.1884	0.0	ENSG00000152284.4
ARHGEF5	180	180	1.26738113402e-10	0.0	2.8928	0.0	ENSG00000050327.14
C1QTNF2	180	180	0.00996038460033	0.0	-2.7662	0.0	ENSG00000145861.7
