	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	geneId
GABRB2	2929.38254069	7.09399109079	0.261569899438	27.1208235582	5.59459910953e-162	1.04149057023e-157	ENSG00000145864.12
ZCCHC12	21372.0806422	6.89065067971	0.275917499318	24.9735906448	1.18392553117e-137	1.10199788441e-133	ENSG00000174460.3
PRR15	3098.56978576	5.99576394771	0.246834352488	24.2906381842	2.46191703937e-130	1.52770158683e-126	ENSG00000176532.3
LIPH	2071.06334952	6.08883129811	0.258501794144	23.5543096258	1.13398256676e-122	5.27755486571e-119	ENSG00000163898.9
SLC22A31	1634.66742378	7.09152780329	0.306948909735	23.1032838963	4.29111521263e-118	1.59766801597e-114	ENSG00000259803.6
CLDN16	3338.70997571	5.23240829373	0.227933416947	22.9558630051	1.28761824576e-116	3.99505021051e-113	ENSG00000113946.3
KLHDC8A	1734.326451	5.23847341794	0.229766493328	22.7991181049	4.67843968236e-115	1.2441976161e-111	ENSG00000162873.14
HMGA2	1754.74794067	6.01176222253	0.265521346073	22.6413518591	1.69757012623e-113	3.95024568373e-110	ENSG00000149948.13
RXRG	2795.84020366	5.60337001472	0.253774861241	22.0800830599	4.91183696118e-108	1.01598618744e-104	ENSG00000143171.12
LRP4	7747.51746064	4.20047823029	0.190621858374	22.0356587965	1.31124014638e-107	2.4410046565e-104	ENSG00000134569.9
ARHGAP36	7074.0127937	8.08936439616	0.373836772158	21.6387605464	7.75601568817e-104	1.31259989137e-100	ENSG00000147256.10
TMPRSS6	2057.64298143	7.16856810549	0.334943321786	21.4023317953	1.27090429448e-101	1.9715961955e-98	ENSG00000187045.16
GRHL3	178.626899936	5.02614758135	0.235625470301	21.3310877425	5.84332270968e-101	8.36763812026e-98	ENSG00000158055.15
DPP4	5419.88103943	4.60587806792	0.216991054738	21.2261195443	5.48053475326e-100	7.28754535477e-97	ENSG00000197635.9
GDF15	4406.98385176	4.49466565936	0.214028531281	21.0003107177	6.51580401173e-98	8.08654716549e-95	ENSG00000130513.6
SYT12	2809.84152953	6.85684682788	0.328121659361	20.8972697542	5.6696398706e-97	6.59662598944e-94	ENSG00000173227.13
METTL7B	2233.08287573	4.1449669331	0.199861325557	20.7392146607	1.53409737177e-95	1.67992686311e-92	ENSG00000170439.6
GOLT1A	359.615920034	3.90337920801	0.190029726409	20.5408873747	9.28506059779e-94	9.60281600492e-91	ENSG00000174567.7
PLEKHN1	258.817054959	3.76168854022	0.183521031644	20.4973157927	2.27501089559e-93	2.22903172802e-90	ENSG00000187583.10
GALE	2622.26793945	3.0768069913	0.150549216599	20.4372168837	7.8065857926e-93	7.26637005576e-90	ENSG00000117308.14
GRM4	460.777965356	5.64458305759	0.276790489033	20.3929805439	1.93020927422e-92	1.71108456423e-89	ENSG00000124493.13
SYTL5	817.117562673	5.69211020951	0.280144176048	20.3185027431	8.82263576104e-92	7.46555396943e-89	ENSG00000147041.11
TMPRSS4	2685.82237877	6.30350908745	0.311660388207	20.2255702873	5.83122991818e-91	4.71974678943e-88	ENSG00000137648.16
SLIT1	2299.77027372	5.61509406207	0.277781949308	20.214035059	7.36718527212e-91	5.71448004274e-88	ENSG00000187122.16
NGEF	1457.06152647	5.26693136964	0.261070162931	20.1743903268	1.64377995408e-90	1.22402430501e-87	ENSG00000066248.14
KRT15	207.450748623	4.96729113385	0.247572747734	20.0639657608	1.52428675038e-89	1.09138931327e-86	ENSG00000171346.13
TENM1	2818.24893363	4.41882211324	0.222382662292	19.8703535055	7.34835793062e-88	5.06655671246e-85	ENSG00000009694.13
STRA6	958.632318343	5.15429118052	0.260589475052	19.7793528672	4.48407956892e-87	2.98127233053e-84	ENSG00000137868.18
XKRX	427.673161345	3.97900961554	0.201366851691	19.7600031094	6.58007106264e-87	4.22395182421e-84	ENSG00000182489.8
COL13A1	479.323496943	3.24612605353	0.164446280113	19.7397353793	9.82914143522e-87	6.0993098986e-84	ENSG00000197467.13
SYNDIG1L	127.377545127	3.96078208336	0.201170630776	19.6886696039	2.69679673975e-86	1.61946993894e-83	ENSG00000183379.8
GJB3	593.390408179	4.83250153887	0.245564595797	19.6791460234	3.25439801356e-86	1.89324604439e-83	ENSG00000188910.7
KLK10	3874.33911957	6.082165547	0.310933419314	19.5609901323	3.32556696301e-85	1.87602286617e-82	ENSG00000129451.11
B3GNT3	1535.60376834	5.89286726929	0.301761724396	19.5282131327	6.32128141793e-85	3.46108749636e-82	ENSG00000179913.10
PLCD3	4712.96148852	3.23302975769	0.166013819067	19.4744616795	1.80814971164e-84	9.61729000912e-82	ENSG00000161714.11
STK32A	2201.94081671	2.72766016102	0.140167428527	19.4600142821	2.39718051236e-84	1.23960867828e-81	ENSG00000169302.14
SRCIN1	768.727612346	3.3788532261	0.17394668334	19.4246487557	4.77641873599e-84	2.40318408619e-81	ENSG00000277363.4
CDH3	4037.37407268	4.02488576237	0.207377452516	19.4085022915	6.54058960677e-84	3.2042004242e-81	ENSG00000062038.13
PPP1R1B	473.089547504	5.11840374916	0.264013946601	19.3868688191	9.96198173538e-84	4.75518594836e-81	ENSG00000131771.13
PVRL4	1022.65391868	4.60211181779	0.237873694981	19.3468715326	2.16596839718e-83	1.00804169205e-80	ENSG00000143217.8
ETV4	1837.50956776	3.83659118798	0.200150486851	19.1685328791	6.77938620983e-82	3.07817204103e-79	ENSG00000175832.12
KCNQ3	1082.47712159	4.25787559565	0.222224318909	19.1602594017	7.94761718756e-82	3.5226867039e-79	ENSG00000184156.15
FAM84A	1288.77515928	2.82660698899	0.148047707597	19.092541417	2.91249415312e-81	1.26090677104e-78	ENSG00000162981.13
DMBX1	83.0511882323	7.11649209188	0.374166297334	19.0195967477	1.17382832481e-80	4.96636093062e-78	ENSG00000197587.10
TGFA	3422.22732939	2.42059522654	0.127535013709	18.9798484051	2.50317162793e-80	1.03553428946e-77	ENSG00000163235.15
ADCY8	295.821051241	6.45739200765	0.343044544895	18.8237711509	4.82267029151e-79	1.95171369884e-76	ENSG00000155897.9
REN	60.3602234435	5.17322894665	0.275202027657	18.7979317983	7.85188778032e-79	3.11001580677e-76	ENSG00000143839.13
SLC34A2	89174.1808334	5.25511563022	0.280155299441	18.7578662288	1.66968975132e-78	6.47561341885e-76	ENSG00000157765.11
HCN4	164.866934423	4.64943680473	0.248289873743	18.7258414314	3.0481688793e-78	1.15805534402e-75	ENSG00000138622.3
MUC21	696.481761554	6.31532426362	0.339352020135	18.6099504023	2.66864419074e-77	9.93589605095e-75	ENSG00000204544.5
CITED1	6463.39236755	4.57608262267	0.246633061159	18.5542141072	7.54020453403e-77	2.75232250207e-74	ENSG00000125931.10
RNF24	2767.35981427	1.25378042122	0.0678054106982	18.490860955	2.44617610551e-76	8.75731045773e-74	ENSG00000101236.16
KCNJ2	1050.78659224	3.3754560171	0.182960953518	18.4490512986	5.30685366259e-76	1.86400731666e-73	ENSG00000123700.4
KLK7	1332.64327232	5.95150202638	0.322891822283	18.4318759896	7.29103698576e-76	2.47320857793e-73	ENSG00000169035.11
SPTBN2	644.489879378	3.51901768761	0.190921435695	18.4317579364	7.30696560948e-76	2.47320857793e-73	ENSG00000173898.11
PLA2G12B	76.1852825729	5.33935567594	0.289810754564	18.4235939897	8.49698254627e-76	2.82463976931e-73	ENSG00000138308.5
LAMB3	5710.34333188	4.22208900465	0.229300272054	18.4129262771	1.03477348142e-75	3.37953388249e-73	ENSG00000196878.12
RASSF9	498.55671211	-3.08071977017	0.16749642542	-18.3927493524	1.50168113793e-75	4.81987863168e-73	ENSG00000198774.4
FIBCD1	161.697939298	5.314170216	0.289242301779	18.3727282742	2.17213436292e-75	6.85363615256e-73	ENSG00000130720.12
SHROOM4	2631.72649105	2.63855525156	0.143946760959	18.3300772728	4.7622797553e-75	1.47757666541e-72	ENSG00000158352.15
ECE1	23727.4783453	1.49706081782	0.0817932614366	18.3029847634	7.83372181005e-75	2.39069779042e-72	ENSG00000117298.14
P4HA2	3370.76958257	1.80906787174	0.0988865700305	18.2943737575	9.17493738388e-75	2.75484894094e-72	ENSG00000072682.18
PDE4C	821.051451946	3.83836597193	0.210475390511	18.2366497224	2.6416167305e-74	7.80576778651e-72	ENSG00000105650.21
PRR36	902.443272653	3.17195106587	0.173974981739	18.2322253128	2.86425691328e-74	8.3314072965e-72	ENSG00000183248.11
