	num_samples	pval_counts	pval	pval_std	fc	fc_std	gene_id
HLA-DQA2	178	120	2.81875628231e-08	0.3258	-2.652	1.8606	ENSG00000237541.3
FIBCD1	178	95	0.000292133809585	0.3944	3.0492	2.3533	ENSG00000130720.12
CLEC12A	178	77	0.0136748160944	0.3992	-1.7048	1.5488	ENSG00000172322.13
CD300LF	178	75	0.00541066251174	0.4038	-1.5897	1.2915	ENSG00000186074.18
CLEC7A	178	75	0.0205238784661	0.4209	-1.3321	1.2213	ENSG00000172243.17
GYPC	178	75	0.0131620151306	0.424	-1.2255	0.9183	ENSG00000136732.14
MIA	178	71	0.0244319149413	0.4008	2.5362	2.1785	ENSG00000261857.6
TNFAIP3	178	70	0.0195502765758	0.4125	-1.324	0.9357	ENSG00000118503.14
FPR1	178	69	0.027115873069	0.4195	-1.4248	1.3204	ENSG00000171051.8
PPP2R2C	178	69	0.0389358066296	0.4023	2.092	1.8575	ENSG00000074211.13
ACSM5	178	67	0.0170614727117	0.4136	-1.8407	1.2824	ENSG00000183549.10
LRRN2	178	65	0.015922217722	0.393	-1.469	1.0983	ENSG00000170382.11
ADAP2	178	61	0.0308858963006	0.3893	-1.4053	0.7591	ENSG00000184060.10
IGF2BP3	178	59	0.0295321702416	0.4101	1.1103	2.5225	ENSG00000136231.13
LAIR1	178	58	0.0993831132823	0.4278	-1.4484	1.1172	ENSG00000167613.15
ALPP	178	57			2.4263	2.6957	ENSG00000163283.6
DDC	178	57	0.0234824675417	0.3923	2.6018	2.0585	ENSG00000132437.17
SLC7A11	178	55	0.0428189302553	0.4009	2.0202	1.3245	ENSG00000151012.13
SSTR1	178	54	0.049460900926	0.4132	1.7733	1.7997	ENSG00000139874.5
SIGLEC7	178	53	0.0433556187479	0.3971	-1.7717	1.171	ENSG00000168995.13
MNDA	178	52	0.055540679447	0.4439	-1.6208	1.3014	ENSG00000163563.7
TMBIM4	178	49			-0.0892	2.8029	ENSG00000282031.1
SIM2	178	49	0.102695068185	0.4321	1.9125	1.3862	ENSG00000159263.15
WISP3	178	49	0.589953386708	0.4246	0.7787	2.3248	ENSG00000112761.18
SNX10	178	48	0.0258357529886	0.3496	-1.629	0.9111	ENSG00000086300.15
CYP1B1	178	47	0.261003337388	0.4446	-0.952	1.5777	ENSG00000138061.11
ZIC2	178	47			2.2549	2.4119	ENSG00000043355.10
ERV3-1	178	46	0.203336570647	0.4293	-0.4857	1.0989	ENSG00000213462.4
TUBB4A	178	46	0.11761658487	0.4309	-2.1459	1.6883	ENSG00000104833.10
ANLN	178	45	0.0579996235979	0.4131	1.5685	1.3718	ENSG00000011426.10
CALHM3	178	45	0.26129395868	0.4352	1.8435	2.3088	ENSG00000183128.7
S100A2	178	45	0.307912626369	0.4294	1.4138	2.5237	ENSG00000196754.10
A2ML1	178	45			1.5247	2.8238	ENSG00000166535.19
KIAA1324L	178	44	0.598548429927	0.4505	-0.5747	1.337	ENSG00000164659.14
IL20RB	178	44	0.343172185873	0.43	1.0349	1.901	ENSG00000174564.12
LILRB3	178	44	0.237598777805	0.4256	-1.3073	1.0882	ENSG00000204577.11
ECHDC3	178	43	0.55588788564	0.4536	-0.8601	1.4087	ENSG00000134463.14
SCGB3A1	178	43	0.28796296389	0.4196	0.6659	2.7386	ENSG00000161055.3
GSTT2B	178	42	0.100572772716	0.415	1.3569	1.1717	ENSG00000133433.10
ADD2	178	42	0.444291794691	0.4476	-0.8464	1.3548	ENSG00000075340.22
CLEC4A	178	42	0.298300521082	0.4394	-1.0969	1.0077	ENSG00000111729.12
PTPRO	178	42	0.148057481551	0.4222	-1.5031	1.1077	ENSG00000151490.13
HSPB8	178	41	0.0686682613552	0.4212	-1.3744	1.0926	ENSG00000152137.6
NTSR1	178	41	0.395791139363	0.4384	1.5053	2.3935	ENSG00000101188.4
SIGLEC9	178	41	0.144581557439	0.4289	-1.4713	1.0601	ENSG00000129450.8
HLA-DPB1	178	41	0.147839112363	0.4244	-1.3617	1.1071	ENSG00000223865.10
GLIPR1	178	41	0.292660441616	0.4426	-1.0071	1.028	ENSG00000139278.9
DCLK1	178	40	0.422827572571	0.4482	-1.143	1.3099	ENSG00000133083.14
RTN1	178	40	0.397095831358	0.4426	-1.1234	1.6501	ENSG00000139970.16
RNF144B	178	40	0.0553596902331	0.4073	-1.1471	0.7196	ENSG00000137393.9
PTPRN2	178	39	0.332786313322	0.4147	0.784	1.3882	ENSG00000155093.17
ANKRD22	178	39	0.16055532924	0.4207	1.381	1.6287	ENSG00000152766.5
ADTRP	178	39	0.524882074756	0.4247	0.563	1.7918	ENSG00000111863.12
JSRP1	178	39	0.484618351786	0.4172	0.72	1.5846	ENSG00000167476.10
SLCO1B3	178	39			1.7921	2.3742	ENSG00000111700.12
SLC8A1	178	39	0.351857949759	0.4386	-0.9565	1.1123	ENSG00000183023.18
CGB	178	38					ENSG00000104827.12
CSF1R	178	38	0.251763915119	0.4302	-1.3944	1.0928	ENSG00000182578.13
SI	178	38					ENSG00000090402.7
HCK	178	38	0.145775156217	0.418	-1.6489	1.0435	ENSG00000101336.12
ALPPL2	178	38			2.0718	2.5832	ENSG00000163286.7
SLAMF8	178	38	0.371486244678	0.4372	-1.092	1.099	ENSG00000158714.10
BCL2L14	178	37	0.157660912828	0.421	1.5643	1.7373	ENSG00000121380.12
IGSF6	178	37	0.259431077435	0.4268	-1.4899	1.1511	ENSG00000140749.8
COLGALT2	178	37	0.283443140022	0.4326	1.3293	1.6028	ENSG00000198756.10
C1QC	178	36	0.3001209133	0.4278	-1.4275	1.1338	ENSG00000159189.11
VIP	178	36	0.284255212961	0.4318	-1.5286	2.1243	ENSG00000146469.12
CLEC10A	178	35	0.313753167736	0.4471	-1.14	1.5705	ENSG00000132514.13
APOC3	178	35					ENSG00000110245.11
ARHGAP22	178	35	0.228954070087	0.4161	-0.8443	0.8402	ENSG00000128805.14
DSC3	178	35	0.33005269662	0.4166	1.546	2.0307	ENSG00000134762.16
TNFSF13B	178	34	0.429241962607	0.4294	-0.8407	1.0058	ENSG00000102524.11
TMEM38A	178	34	0.331837250379	0.4413	0.9781	1.0275	ENSG00000072954.6
FGFBP1	178	34	0.20961252658	0.4078	2.1245	2.1807	ENSG00000137440.4
CKS1B	178	34	0.215201376993	0.4431	0.9167	0.7907	ENSG00000173207.12
NOXO1	178	34	0.574598633857	0.4329	0.9535	1.9506	ENSG00000196408.11
NPL	178	33	0.12544091129	0.4101	-1.3724	0.8143	ENSG00000135838.13
ALG1L	178	33	0.211337775274	0.4222	2.1779	1.7111	ENSG00000189366.9
KCNH2	178	33	0.30369407277	0.4187	0.5785	1.5635	ENSG00000055118.14
SLC22A18	178	32	0.338215156236	0.428	0.9756	1.1733	ENSG00000110628.13
HLA-DPA1	178	32	0.322969391198	0.434	-1.3123	1.1366	ENSG00000231389.7
SPTSSB	178	32	0.379667279388	0.4238	1.3523	1.4121	ENSG00000196542.8
PTGS1	178	32	0.430487039836	0.4305	-0.8502	0.8764	ENSG00000095303.14
FCGR3A	178	32	0.362349571659	0.4169	-1.4408	1.2955	ENSG00000203747.9
ITGA1	178	32	0.583797912229	0.4333	-0.632	0.7309	ENSG00000213949.8
AIF1	178	32	0.303827274649	0.4213	-1.4246	0.9827	ENSG00000204472.12
CCR5	178	32	0.301052730981	0.4468	-1.4841	1.3118	ENSG00000160791.13
CES2	178	32	0.71408838608	0.4344	0.4262	0.8243	ENSG00000172831.11
CD101	178	32	0.289251907418	0.4449	-1.1117	1.015	ENSG00000134256.12
CARD9	178	31	0.251410708349	0.4191	-1.3703	0.932	ENSG00000187796.13
FMO5	178	31	0.479769295441	0.416	0.8288	1.3476	ENSG00000131781.12
SARDH	178	31	0.626302488649	0.4315	-0.5018	1.1247	ENSG00000123453.16
HIST1H2BC	178	30	0.3449951822	0.4161	1.5864	1.2291	ENSG00000180596.7
CHP2	178	30			1.0119	2.3791	ENSG00000166869.2
SLC28A2	178	30			1.3258	2.0803	ENSG00000137860.11
PLEKHH1	178	30	0.449580230461	0.4253	0.5382	0.9977	ENSG00000054690.13
PLXNC1	178	29	0.403631631913	0.4326	-1.0748	0.9847	ENSG00000136040.8
CAMK2B	178	29	0.455489596241	0.4129	0.2115	2.1574	ENSG00000058404.19
TLR8	178	29	0.348423059147	0.4464	-1.6141	1.4896	ENSG00000101916.11
TFEC	178	29	0.253463596977	0.4237	-1.848	1.3314	ENSG00000105967.15
RP11-73M18.2	178	29	0.909676168547	0.3944	-0.1001	2.2667	ENSG00000256500.5
SLCO2B1	178	29	0.561722026514	0.4504	-1.0494	1.0485	ENSG00000137491.14
