	num_samples	pval_counts	pval	pval_std	fc	fc_std	gene_id
FIGF	1091	942	7.98513025247e-10	0.0953	-5.7865	1.8602	ENSG00000165197.4
MATN2	1091	925	8.06624185979e-14	0.1435	-3.2731	1.5762	ENSG00000132561.13
NTRK2	1091	908	4.40260023233e-12	0.1563	-4.0741	1.9172	ENSG00000148053.15
SPRY2	1091	908	1.27652142449e-09	0.1364	-2.8524	1.1068	ENSG00000136158.10
COL10A1	1091	899	7.03215691352e-07	0.1034	5.7954	1.848	ENSG00000123500.9
MME	1091	890	1.46570438683e-07	0.1207	-3.8841	1.7354	ENSG00000196549.10
TSLP	1091	873	2.86449085831e-07	0.1382	-4.0027	1.8191	ENSG00000145777.14
MMP11	1091	853	8.1324036547e-09	0.1109	5.3293	1.7199	ENSG00000099953.9
SCN4B	1091	850	1.22231827972e-08	0.1511	-3.0223	1.3506	ENSG00000177098.8
KLHL29	1091	846	1.18409839769e-07	0.1511	-3.0357	1.2434	ENSG00000119771.14
TSHZ2	1091	842	1.30190106729e-07	0.1643	-2.9667	1.3709	ENSG00000182463.15
C2orf40	1091	838	1.0608229335e-08	0.1795	-4.8367	2.4131	ENSG00000119147.9
CNTNAP3B	1091	832	7.47611109783e-09	0.1561	-3.6747	1.8681	ENSG00000154529.14
ADAMTS5	1091	824	2.99963828802e-06	0.1227	-3.3071	1.2639	ENSG00000154736.5
TMEM220	1091	823	7.42929814272e-07	0.1294	-2.4993	0.9896	ENSG00000187824.8
ABCA10	1091	814	1.48033422394e-06	0.1499	-3.9686	1.6285	ENSG00000154263.17
CACHD1	1091	812	2.50026490835e-07	0.1644	-2.426	1.1534	ENSG00000158966.13
PAMR1	1091	811	4.45489512473e-06	0.135	-3.9071	1.3508	ENSG00000149090.11
MAMDC2	1091	807	5.92901066185e-07	0.1365	-3.6107	1.6266	ENSG00000165072.9
HOXA7	1091	802	4.59113272613e-07	0.1717	-2.7889	1.5383	ENSG00000122592.7
SDPR	1091	798	2.47365717221e-06	0.1354	-4.4998	1.6457	ENSG00000168497.4
EGFR	1091	795	9.08851128928e-08	0.1749	-3.0049	1.7584	ENSG00000146648.15
CD300LG	1091	790	2.70224836467e-06	0.1332	-5.539	2.2217	ENSG00000161649.12
ANKRD29	1091	786	1.0428999395e-07	0.1891	-2.9477	1.4635	ENSG00000154065.16
SYNM	1091	781	2.75216515313e-06	0.1823	-4.1704	1.7185	ENSG00000182253.14
HOXA4	1091	780	4.43882322567e-06	0.1783	-2.8458	1.3305	ENSG00000197576.13
HOXA5	1091	779	2.99049118688e-06	0.1623	-3.0762	1.4437	ENSG00000106004.4
HLF	1091	774	1.46649098144e-06	0.1717	-3.5833	1.7154	ENSG00000108924.13
NFIB	1091	772	3.18368239637e-07	0.2083	-2.159	1.463	ENSG00000147862.14
RYR3	1091	770	2.3348214179e-05	0.1896	-3.7028	1.4625	ENSG00000198838.11
ITM2A	1091	766	1.01741785286e-06	0.1738	-2.7679	1.3862	ENSG00000078596.10
NR3C2	1091	762	1.82141000284e-06	0.1817	-2.6268	1.2825	ENSG00000151623.14
FMO2	1091	762	3.71106854647e-06	0.1464	-4.0596	1.969	ENSG00000094963.13
IL33	1091	760	3.90342866986e-07	0.1891	-3.5548	2.0587	ENSG00000137033.11
HPSE2	1091	754	7.34186251337e-06	0.1792	-4.6451	2.0023	ENSG00000172987.12
GPRASP1	1091	752	7.60490392364e-06	0.186	-2.4388	1.073	ENSG00000198932.12
SFRP1	1091	736	8.87642539685e-08	0.2315	-4.5336	2.7578	ENSG00000104332.11
DMD	1091	735	1.801674167e-05	0.1638	-3.6299	1.4204	ENSG00000198947.14
CNTNAP3	1091	734	1.70892665326e-06	0.2133	-3.3287	2.0207	ENSG00000106714.17
HIF3A	1091	730	2.70266924203e-05	0.1684	-4.7113	1.8746	ENSG00000124440.15
GIPC2	1091	728	1.25408154759e-05	0.1794	-3.1633	1.3751	ENSG00000137960.5
C8orf88	1091	724	2.23467080473e-05	0.165	-2.5078	1.2557	ENSG00000253250.2
PROS1	1091	724	1.08429547115e-05	0.189	-2.2445	1.0642	ENSG00000184500.14
CA4	1091	722	5.31724959373e-05	0.1467	-5.3352	1.83	ENSG00000167434.9
BOC	1091	717	1.7548450334e-06	0.224	-2.2503	1.3848	ENSG00000144857.14
PRRG3	1091	705	5.95070081484e-05	0.1778	-3.752	1.6232	ENSG00000130032.15
FAXDC2	1091	704	8.08738762441e-06	0.2035	-2.7121	1.4693	ENSG00000170271.10
TGFBR3	1091	704	4.12216219346e-06	0.1981	-3.1661	1.6445	ENSG00000069702.10
LMOD1	1091	703	5.44961485099e-05	0.1565	-2.878	1.2611	ENSG00000163431.12
LRIG3	1091	701	9.51536512943e-06	0.2174	-1.774	1.1704	ENSG00000139263.11
ADAM33	1091	696	1.99370645637e-05	0.204	-3.3303	1.7559	ENSG00000149451.17
CHL1	1091	692	4.35319193564e-05	0.1688	-3.6252	1.8886	ENSG00000134121.9
RERGL	1091	691	1.74547284978e-05	0.2049	-4.2479	2.2308	ENSG00000111404.6
SLC6A2	1091	687	0.000164131095135	0.1978	-4.0149	2.3015	ENSG00000103546.18
ALDH1A2	1091	687	5.72674306277e-05	0.1696	-3.475	1.6296	ENSG00000128918.14
VIT	1091	686	4.43894098486e-05	0.1743	-3.9607	2.0005	ENSG00000205221.12
C10orf90	1091	684	8.850278416e-05	0.2049	-4.3484	2.0539	ENSG00000154493.17
CYYR1	1091	684	7.47658697124e-05	0.203	-2.1915	1.0313	ENSG00000166265.11
SH3BGRL2	1091	682	4.83239496208e-05	0.1769	-2.1313	1.1112	ENSG00000198478.7
FXYD1	1091	680	7.83660486293e-05	0.1667	-4.2816	1.7942	ENSG00000266964.5
RGN	1091	675	2.94404593465e-05	0.2252	-3.2552	1.785	ENSG00000130988.12
HOXA3	1091	674	4.63658546508e-05	0.2256	-2.3979	1.528	ENSG00000105997.22
GNAL	1091	668	9.10298663185e-05	0.1932	-2.4354	1.0914	ENSG00000141404.15
CLDN11	1091	667	5.4262049235e-05	0.2181	-3.0323	1.6036	ENSG00000013297.10
SYN2	1091	667	5.11060811491e-05	0.211	-3.7	1.9918	ENSG00000157152.16
ITPRIPL1	1091	666	0.000116351541752	0.1821	-2.8376	1.2665	ENSG00000198885.9
SCARA5	1091	664	0.000114608914788	0.148	-4.9857	2.0588	ENSG00000168079.16
DPP6	1091	663	0.000246848700948	0.1585	-4.1162	1.7164	ENSG00000130226.16
GSPT2	1091	662	9.37669061611e-08	0.2795	-1.5384	1.3259	ENSG00000189369.8
SCN3A	1091	662	0.000124489467058	0.192	-3.7258	1.8001	ENSG00000153253.15
NVL	1091	660	3.10744775005e-05	0.2055	1.1642	0.6799	ENSG00000143748.17
