	num_samples	pval_counts	pval	pval_std	fc	fc_std	gene_id
SFTPC	498	491	3.9393577903e-58	0.0481	-10.2419	4.2174	ENSG00000168484.12
CLDN18	498	491	2.20944282578e-40	0.0544	-8.6202	2.8657	ENSG00000066405.12
AGER	498	490	1.24365804738e-23	0.0641	-7.5607	2.0099	ENSG00000204305.13
INMT	498	489	5.35084671264e-18	0.0577	-5.4823	1.5794	ENSG00000241644.2
TCF21	498	489	5.1435243581e-18	0.0604	-5.0374	1.5761	ENSG00000118526.6
CA4	498	488	2.18834954523e-15	0.066	-6.5329	2.0618	ENSG00000167434.9
GKN2	498	487	6.20813177644e-20	0.0513	-7.5575	2.5111	ENSG00000183607.9
SUSD2	498	486	4.33034519938e-20	0.0536	-5.3814	1.6768	ENSG00000099994.10
ADGRF5	498	486	3.50265849788e-26	0.0482	-4.3337	1.2206	ENSG00000069122.18
RS1	498	486	6.10564988855e-09	0.0593	-6.227	1.4408	ENSG00000102104.8
CLIC5	498	485	1.84437332177e-18	0.0604	-6.0355	1.7766	ENSG00000112782.15
FIGF	498	484	6.04961601976e-15	0.0795	-5.809	1.6808	ENSG00000165197.4
SCUBE1	498	484	1.34412591117e-13	0.0663	-5.2605	1.6549	ENSG00000159307.18
FHL1	498	484	3.96979866893e-18	0.0557	-4.394	1.3297	ENSG00000022267.16
FXYD1	498	484	2.60640130813e-16	0.0527	-4.2502	1.4931	ENSG00000266964.5
AUNIP	498	483	8.55075326369e-17	0.0629	3.7281	0.8626	ENSG00000127423.10
GDF10	498	483	3.81958711738e-17	0.0685	-5.905	1.9904	ENSG00000266524.2
GPM6A	498	482	2.11392769252e-15	0.0803	-6.5382	2.08	ENSG00000150625.16
ADH1B	498	482	6.09909726531e-23	0.0587	-6.3544	2.8275	ENSG00000196616.12
VEPH1	498	482	5.8415204324e-19	0.061	-5.1913	1.838	ENSG00000197415.11
ADGRD1	498	482	2.05268329531e-18	0.0654	-4.6284	1.5748	ENSG00000111452.12
TGFBR2	498	482	2.78100568148e-19	0.0589	-3.0393	0.9979	ENSG00000163513.17
NDNF	498	480	8.49184456997e-29	0.0693	-5.0406	2.1531	ENSG00000173376.13
ADAMTS8	498	480	6.20903869217e-17	0.0618	-6.0611	1.8654	ENSG00000134917.9
