	num_samples	pval_counts	pval	pval_std	fc	fc_std	gene_id
PRR15	504	410	7.88962503993e-12	0.2173	5.5687	2.3239	ENSG00000176532.3
GALE	504	404	8.23965162949e-09	0.2513	3.0265	1.1842	ENSG00000117308.14
IGF2BP2	504	402	7.3394426002e-06	0.1552	1.945	1.8083	ENSG00000073792.15
RXRG	504	400	1.97272970481e-06	0.1826	4.6666	2.1084	ENSG00000143171.12
TGFA	504	399	4.4122087139e-08	0.2199	2.3993	1.0693	ENSG00000163235.15
CDH16	504	390	3.08678152216e-13	0.2325	-5.1402	2.3657	ENSG00000166589.12
GALNT7	504	388	2.77038193531e-08	0.2181	2.1993	0.9445	ENSG00000109586.11
GABRB2	504	377	3.22162719159e-13	0.1606	6.4766	2.3171	ENSG00000145864.12
RELN	504	377	1.47624282295e-08	0.2137	-4.6527	1.9352	ENSG00000189056.13
TFF3	504	376	3.91148515665e-09	0.2217	-5.1082	2.1723	ENSG00000160180.15
ATP2C2	504	374	1.33288886154e-08	0.2144	-3.2993	1.6121	ENSG00000064270.12
CWH43	504	373	4.23969083319e-11	0.2571	-3.9341	2.2466	ENSG00000109182.11
EPS8	504	372	6.02648726457e-07	0.2076	1.9217	0.8529	ENSG00000151491.12
ZCCHC12	504	370	3.02885241293e-06	0.2005	5.13	2.5129	ENSG00000174460.3
LRP1B	504	369	2.39343911014e-12	0.252	-5.2284	2.3648	ENSG00000168702.16
LIPH	504	369	1.44988589119e-05	0.2154	4.6025	1.9838	ENSG00000163898.9
SLC22A31	504	369	5.57686393569e-06	0.2529	5.1277	2.4482	ENSG00000259803.6
SYT12	504	367	9.84262489369e-14	0.315	6.6311	3.258	ENSG00000173227.13
DPT	504	367	6.34203503064e-09	0.2035	-4.5805	2.4073	ENSG00000143196.4
SLC5A8	504	366	4.00331233009e-11	0.2755	-3.8655	2.9195	ENSG00000256870.2
RYR2	504	364	2.29720777271e-07	0.2158	-3.8753	1.6829	ENSG00000198626.15
METTL7B	504	364	2.71231729501e-05	0.1967	3.6074	1.3923	ENSG00000170439.6
PLCD3	504	364	4.58856416865e-08	0.2335	3.259	1.4663	ENSG00000161714.11
DLG2	504	364	9.0764750022e-07	0.2267	-3.2648	1.4367	ENSG00000150672.16
ODAM	504	362	4.72466411792e-08	0.248	-4.8401	2.0988	ENSG00000109205.16
GPC3	504	359	1.44966809985e-06	0.2137	-3.8062	1.6051	ENSG00000147257.13
MRO	504	359	1.55690187248e-12	0.2792	-4.287	2.2698	ENSG00000134042.12
TENM1	504	358	7.44331887922e-06	0.1924	3.7154	1.8822	ENSG00000009694.13
IPCEF1	504	357	1.19918618993e-06	0.2433	-3.9205	1.5403	ENSG00000074706.13
BMP1	504	357	1.21504114154e-05	0.2202	1.4943	0.6274	ENSG00000168487.17
PROS1	504	355	1.99888255899e-07	0.2653	3.1283	1.5346	ENSG00000184500.14
WSCD2	504	354	8.44746034434e-13	0.2682	-4.9211	2.8123	ENSG00000075035.9
TPO	504	353	4.13190598693e-14	0.2858	-4.3581	2.9666	ENSG00000115705.20
DPP6	504	352	1.37865099496e-08	0.2513	-4.5424	2.4504	ENSG00000130226.16
ZMAT4	504	352	2.92747850627e-14	0.2641	-4.8255	2.9844	ENSG00000165061.14
SYTL5	504	352	3.43570682056e-06	0.289	4.7268	2.3859	ENSG00000147041.11
MPPED2	504	351	9.46659151931e-11	0.2838	-3.5422	1.9454	ENSG00000066382.16
PLA2R1	504	347	7.07382588814e-06	0.2153	-3.316	1.28	ENSG00000153246.11
NOL4	504	346	2.25777361375e-06	0.279	-3.8583	1.8998	ENSG00000101746.15
MXRA8	504	344	8.64785562098e-06	0.2491	2.3059	1.5845	ENSG00000162576.16
LRP4	504	342	4.46305009555e-05	0.2284	3.5294	1.4477	ENSG00000134569.9
LINGO2	504	337	1.22761042585e-07	0.2763	-4.2141	2.1728	ENSG00000174482.10
MAPK4	504	337	1.60017387924e-06	0.2408	-4.0032	1.7537	ENSG00000141639.11
IGFBPL1	504	336	4.77430460175e-06	0.2519	-3.5758	1.7058	ENSG00000137142.4
HMGA2	504	336	9.25399209885e-05	0.2072	4.4218	1.9612	ENSG00000149948.13
ENTPD1	504	336	5.77913315493e-05	0.2136	2.1708	0.9217	ENSG00000138185.16
STAB2	504	336	6.01866807495e-05	0.2272	-3.9175	1.507	ENSG00000136011.14
FN1	504	335	2.2960402994e-07	0.3481	4.5497	2.5321	ENSG00000115414.18
RAB27A	504	334	4.01961198598e-05	0.2201	1.7552	0.9812	ENSG00000069974.15
FAM180B	504	333	2.5875032389e-05	0.2418	-4.0452	1.6641	ENSG00000196666.4
COL23A1	504	332	8.13302162237e-07	0.2532	-2.5459	1.7877	ENSG00000050767.15
ADCY8	504	331			5.2563	3.3898	ENSG00000155897.9
AOX1	504	330	7.83783738387e-06	0.2335	-3.6171	1.8795	ENSG00000138356.13
SLC35F2	504	329	3.04729681979e-06	0.3078	1.6899	0.8482	ENSG00000110660.14
MANEAL	504	329	8.06343875041e-06	0.2227	1.8406	0.7728	ENSG00000185090.14
IL1RAP	504	326	6.98595160141e-06	0.3065	2.3135	1.4244	ENSG00000196083.9
SEMA3D	504	326	2.85971980449e-06	0.2722	-4.1635	2.3216	ENSG00000153993.13
C1orf64	504	325	0.00010934912126	0.2725	-3.9573	1.6075	ENSG00000183888.4
TCEAL5	504	324	5.03233085742e-05	0.2012	-3.6711	1.6196	ENSG00000204065.2
SLC4A4	504	324	4.43743193548e-07	0.3074	-3.2723	1.9232	ENSG00000080493.13
NGEF	504	323	4.52874098863e-05	0.2614	4.1703	2.1059	ENSG00000066248.14
DCSTAMP	504	323	1.74826419991e-07	0.3417	5.5496	3.3443	ENSG00000164935.6
PRR36	504	322	0.000142710214785	0.1986	2.7923	1.1942	ENSG00000183248.11
MET	504	320	2.98126420003e-05	0.2705	2.4417	1.3121	ENSG00000105976.14
MATN2	504	320	4.09715101953e-05	0.2347	-2.6541	1.2178	ENSG00000132561.13
HAP1	504	318	4.59171269872e-05	0.2241	-2.7345	1.4638	ENSG00000173805.15
TMPRSS6	504	318	3.33748332865e-07	0.3119	5.3051	3.0685	ENSG00000187045.16
KLHDC8A	504	317	0.000205925029521	0.2045	3.963	1.4358	ENSG00000162873.14
RAD23B	504	317	2.01133202588e-05	0.2707	1.0844	0.613	ENSG00000119318.12
HGD	504	317	2.01375574199e-07	0.308	-3.314	1.9367	ENSG00000113924.11
PAPSS2	504	316	5.03507611875e-05	0.2169	-2.776	1.1305	ENSG00000198682.12
STXBP5L	504	316	6.68474476815e-07	0.2862	-3.8734	2.2484	ENSG00000145087.12
ST3GAL5	504	316	0.000139329516587	0.2047	1.3859	0.7416	ENSG00000115525.16
ASXL3	504	315	1.37021202996e-05	0.3111	-3.529	1.9591	ENSG00000141431.9
ITGA3	504	315	2.0040052535e-05	0.2867	1.566	0.9383	ENSG00000005884.17
MPZL2	504	315	8.8148195677e-05	0.2309	2.2883	0.9481	ENSG00000149573.8
SERPINA1	504	315	0.000166822534677	0.2745	3.6779	2.1285	ENSG00000197249.12
ZMAT3	504	313	0.000115155660597	0.2102	1.7324	0.7075	ENSG00000172667.10
ELMO1	504	310	1.77091142881e-05	0.2965	-2.5196	1.3403	ENSG00000155849.15
GRIN2C	504	310	3.77025151711e-06	0.3211	-3.1912	2.2753	ENSG00000161509.13
MAMLD1	504	309	3.75700178006e-05	0.3039	2.4131	1.3725	ENSG00000013619.13
PRSS2	504	309			4.2569	3.0478	ENSG00000275896.4
PLCH1	504	309	2.08214438615e-05	0.2555	-2.6931	1.4869	ENSG00000114805.16
QSOX1	504	307	2.94381688047e-06	0.2884	1.5099	0.9175	ENSG00000116260.16
CLDN16	504	307	6.73144841528e-05	0.2274	4.1319	2.3904	ENSG00000113946.3
ZNF536	504	305	1.87633693816e-06	0.3049	-3.8554	2.2944	ENSG00000198597.8
KCNQ3	504	304	0.000114131162962	0.2615	3.5717	1.6284	ENSG00000184156.15
TRPC5	504	304			4.4862	2.8093	ENSG00000072315.3
CAMK2N1	504	304	0.000116178688717	0.2538	2.9215	1.6498	ENSG00000162545.5
PLEKHD1	504	304	1.25922388695e-05	0.3175	-3.1937	2.0334	ENSG00000175985.9
PPP1R1B	504	304	7.91465921795e-05	0.2661	3.9309	2.2775	ENSG00000131771.13
TMEM79	504	304	5.24529148961e-06	0.3157	1.8835	1.0595	ENSG00000163472.18
CFAP47	504	302	0.000218374941904	0.2479	-3.3185	1.5565	ENSG00000165164.12
TYRO3	504	301	0.000191629805136	0.2334	1.7849	0.9218	ENSG00000092445.11
CHRDL1	504	300	0.000118563612885	0.2566	-3.6249	1.9559	ENSG00000101938.14
MEAF6	504	298	6.36232138673e-05	0.2633	0.8007	0.4217	ENSG00000163875.15
FAXC	504	298	0.000212161076801	0.2471	2.7779	1.2049	ENSG00000146267.11
FHL1	504	298	4.8496827882e-05	0.3181	-2.2787	1.532	ENSG00000022267.16
BCL2	504	297	9.52359007767e-05	0.2903	-1.7826	0.9382	ENSG00000171791.11
MCTP2	504	297	0.00014678182597	0.2338	1.1934	0.6253	ENSG00000140563.14
SLC26A4	504	297	2.52882630536e-05	0.3002	-2.7632	2.202	ENSG00000091137.11
L3MBTL4	504	297	3.18039912202e-05	0.2664	-1.4595	0.9634	ENSG00000154655.14
FOXP2	504	297	1.8303038265e-05	0.2487	-2.4424	1.7336	ENSG00000128573.22
PID1	504	296	0.000271884332733	0.229	-2.8335	1.1919	ENSG00000153823.18
ARHGAP36	504	296	4.73616344916e-06	0.3044	5.374	3.4008	ENSG00000147256.10
KIT	504	295	8.99173596492e-05	0.2815	-3.0135	1.6444	ENSG00000157404.15
ADGRV1	504	294	7.70140669955e-05	0.2846	-2.9931	1.7412	ENSG00000164199.15
ITPR1	504	294	3.09877420599e-05	0.2979	-2.5049	1.3396	ENSG00000150995.17
KIF19	504	293	0.000189360984495	0.2611	-3.1146	1.8093	ENSG00000196169.14
CITED1	504	293	0.000196333483301	0.2414	3.7665	2.0768	ENSG00000125931.10
NRXN1	504	293	0.000539359948977	0.2324	-3.7354	1.2847	ENSG00000179915.20
SLC34A2	504	292	9.48747666708e-06	0.2914	4.2101	2.777	ENSG00000157765.11
KCNIP4	504	291	0.000389057634041	0.2301	-2.7773	1.0022	ENSG00000185774.14
KLK10	504	291	3.68860365924e-05	0.2698	4.3556	2.8448	ENSG00000129451.11
KCP	504	291	6.1708464418e-05	0.3136	2.5404	1.5532	ENSG00000135253.13
ARHGAP24	504	290	5.10346765449e-05	0.3147	-2.34	1.2886	ENSG00000138639.17
FAM178B	504	289			3.7006	1.8885	ENSG00000168754.13
SH2D6	504	289	0.000200830327898	0.2773	-2.9732	1.5752	ENSG00000152292.16
GPM6A	504	289	0.000171221048252	0.2368	-3.0234	1.4945	ENSG00000150625.16
GLS2	504	289	0.000250974990738	0.2612	1.9451	0.8906	ENSG00000135423.12
SPX	504	289	0.000117423368217	0.3128	-2.9464	1.7164	ENSG00000134548.9
KLK2	504	289	0.000126903824352	0.2554	-3.3891	1.8453	ENSG00000167751.12
CDON	504	288	7.46709129495e-05	0.325	-2.3203	1.2488	ENSG00000064309.14
NCAM1	504	288	5.41683248558e-05	0.2806	-2.3739	1.9489	ENSG00000149294.16
GLT8D2	504	288	0.00022492770609	0.2638	-2.4647	1.32	ENSG00000120820.12
DTX4	504	287	0.000349510697967	0.3007	2.7882	1.5855	ENSG00000110042.7
MGAT4B	504	287	0.000218958037354	0.2913	1.1999	0.6267	ENSG00000161013.16
GGCT	504	287	0.000142913600772	0.2804	1.9616	0.9495	ENSG00000006625.17
GRB7	504	284	0.000192168615176	0.2929	2.1472	1.0863	ENSG00000141738.13
MAPK13	504	284	0.000267420854273	0.2302	1.0969	0.6858	ENSG00000156711.16
FIBCD1	504	284			4.2913	2.192	ENSG00000130720.12
DIO1	504	284	4.93312622659e-05	0.3163	-3.4876	2.8213	ENSG00000211452.10
DIRAS2	504	284	0.00012304285359	0.3053	-2.8297	1.5834	ENSG00000165023.5
GDF10	504	283	0.000286686419567	0.2686	-3.457	1.9051	ENSG00000266524.2
RDH5	504	283	0.000326435634981	0.3032	2.8055	1.6459	ENSG00000135437.9
PVRL4	504	282	0.000399813299376	0.2706	3.6783	1.8253	ENSG00000143217.8
CLEC16A	504	282	0.000191969477241	0.2655	0.7815	0.4339	ENSG00000038532.14
CUX2	504	281	0.000239946468482	0.2986	-3.8617	2.0389	ENSG00000111249.13
UCHL5	504	281	0.000164073816637	0.2561	-0.8468	0.5322	ENSG00000116750.13
ECE1	504	281	0.000228275937543	0.2452	1.5717	0.689	ENSG00000117298.14
NWD1	504	281	0.000121512007288	0.2959	-3.3295	1.8919	ENSG00000188039.13
TDGF1	504	281	0.000254430736141	0.2955	-2.6604	1.6109	ENSG00000241186.7
CLDN10	504	280	0.000149891413345	0.3076	4.1795	3.036	ENSG00000134873.9
PRIMA1	504	280	0.000125763742795	0.2796	-2.6605	1.9666	ENSG00000175785.12
TMPRSS4	504	280	0.000132113481871	0.3353	4.1725	2.6428	ENSG00000137648.16
PKHD1L1	504	279	0.000258394148539	0.2937	-3.6867	2.0985	ENSG00000205038.11
TNFRSF11B	504	279	0.000285572751625	0.2802	-2.5716	1.4491	ENSG00000164761.8
SYNDIG1	504	278	0.00022986117736	0.3093	-2.3683	1.5614	ENSG00000101463.5
FRMD3	504	277	0.000338739420199	0.2332	2.2025	1.3451	ENSG00000172159.15
KIAA1324	504	277	0.000413944830214	0.3023	-3.149	1.8213	ENSG00000116299.16
DEPTOR	504	277	0.000333224270618	0.2861	-2.0564	1.1232	ENSG00000155792.9
GOLT1A	504	277	0.000676802021308	0.2288	3.2541	1.3958	ENSG00000174567.7
TMEM92	504	276			4.241	2.5827	ENSG00000167105.7
SLC6A20	504	276	7.76971370712e-05	0.3162	3.5186	2.8969	ENSG00000163817.15
PKNOX2	504	276	7.18036621148e-05	0.3202	-2.7988	2.4941	ENSG00000165495.15
SHROOM4	504	276	0.000567570215226	0.2284	2.4543	0.966	ENSG00000158352.15
MFGE8	504	276	0.000346953542191	0.2873	2.0222	1.0975	ENSG00000140545.14
ESPN	504	276	0.000273132183432	0.3002	3.8786	2.3481	ENSG00000187017.14
GRHL3	504	275	0.000590203863399	0.241	3.8048	1.6718	ENSG00000158055.15
EPHA5	504	275	0.000396886728075	0.2554	-3.6686	1.6589	ENSG00000145242.13
CRABP1	504	275	0.00020095456862	0.2777	-3.1959	2.3496	ENSG00000166426.7
AHNAK2	504	275	0.000184730815807	0.2574	2.5277	1.9069	ENSG00000185567.6
ETV4	504	274	0.000742380368879	0.1716	3.1663	1.2144	ENSG00000175832.12
ADH1B	504	274	0.000403701480546	0.251	-3.6688	1.6531	ENSG00000196616.12
CDH6	504	273	0.000218393774022	0.2245	2.5	1.3322	ENSG00000113361.12
XPR1	504	273	0.000376793154628	0.2227	1.4142	0.7329	ENSG00000143324.13
MMRN1	504	273	0.000437662869767	0.2211	-3.2216	1.2805	ENSG00000138722.9
CELF4	504	273	0.000429387287709	0.2802	2.7855	1.417	ENSG00000101489.18
PDE5A	504	272	0.000530601166504	0.2999	2.3685	1.4542	ENSG00000138735.15
SCN1B	504	271	0.000543411779622	0.2768	2.2713	1.0364	ENSG00000105711.10
CLMN	504	271	0.000689228505306	0.2425	-1.9008	0.9887	ENSG00000165959.11
PPARGC1A	504	270	0.000249226479102	0.294	-2.4976	1.6912	ENSG00000109819.8
DDX25	504	270	0.000597547804825	0.2165	-2.4064	1.3405	ENSG00000109832.12
IQGAP2	504	270	0.000167055216792	0.3344	-1.8404	1.519	ENSG00000145703.15
SELV	504	270	0.000280327109688	0.3319	-3.1679	2.1957	ENSG00000186838.13
NPTXR	504	270	0.00053213168443	0.2844	1.6032	0.9363	ENSG00000221890.2
GRAMD2	504	269	0.000529296359318	0.2654	-1.9988	1.2349	ENSG00000175318.11
VIT	504	269	0.000598713126739	0.2565	-3.6149	1.56	ENSG00000205221.12
FGF10	504	269	0.000547556871898	0.2448	-3.6406	1.476	ENSG00000070193.4
C6	504	268	0.00057625427059	0.277	-3.4793	1.5899	ENSG00000039537.13
PAPSS1	504	268	0.000504982261365	0.3167	0.8185	0.4825	ENSG00000138801.8
ZNF804B	504	268	0.000662411353859	0.2794	-3.6983	1.6534	ENSG00000182348.6
CNTN1	504	267	0.00035026900043	0.2874	-3.1685	1.9712	ENSG00000018236.14
TGFBR1	504	267	0.000403014163605	0.3287	1.5533	0.9563	ENSG00000106799.12
HPN	504	266	0.000643498114597	0.2292	1.8422	1.7661	ENSG00000105707.13
AGPAT4	504	266	0.000554417888474	0.2405	-2.0108	0.912	ENSG00000026652.13
MASP1	504	266	0.000556535788991	0.2588	-3.0943	1.6163	ENSG00000127241.16
ROR2	504	266	0.00029761377796	0.3061	-1.9553	1.8759	ENSG00000169071.14
MROH6	504	266	0.00045360428317	0.2809	2.2309	1.3398	ENSG00000204839.8
EFEMP1	504	265	0.00057632495101	0.261	-2.0146	1.3535	ENSG00000115380.18
TRPM3	504	265	0.000635464888615	0.2849	-3.2692	1.7932	ENSG00000083067.22
ENDOD1	504	265	0.000653286214425	0.3034	1.4715	0.8671	ENSG00000149218.4
CNTN5	504	265	0.000619482035489	0.2501	-3.224	1.4976	ENSG00000149972.10
B3GNT7	504	264	0.000810180724427	0.2228	2.272	1.2365	ENSG00000156966.6
NPC2	504	264	5.31749735201e-05	0.2572	2.3889	1.01	ENSG00000119655.8
WDR72	504	264	0.00036647408213	0.2641	-2.3119	1.3653	ENSG00000166415.14
MRC2	504	264	0.000751508943094	0.2325	2.6818	1.5208	ENSG00000011028.13
IGSF1	504	264	0.000486947226228	0.2733	3.1734	2.2906	ENSG00000147255.17
C8orf88	504	263	0.000743506925586	0.2373	-2.4404	1.0292	ENSG00000253250.2
ADAM22	504	263	0.000623427460434	0.278	-2.0548	1.1251	ENSG00000008277.14
ETNK2	504	262	0.000345009697972	0.3034	1.2363	1.0664	ENSG00000143845.14
FMOD	504	262	0.000600582882429	0.2635	-1.7952	1.0177	ENSG00000122176.10
TMPRSS3	504	261	0.00050983607893	0.2967	-2.2331	1.7102	ENSG00000160183.13
PHYHIP	504	261	0.000867455656089	0.2481	2.2152	1.5429	ENSG00000168490.13
STRA6	504	260	0.000723193548136	0.3192	3.7621	2.1323	ENSG00000137868.18
LRRN4CL	504	260	0.000900759652476	0.2716	-3.2275	1.5301	ENSG00000177363.4
EPHB1	504	259	0.000663689953131	0.2572	-2.406	1.1899	ENSG00000154928.16
TFCP2L1	504	259	0.000856716355333	0.2815	-3.3141	1.4725	ENSG00000115112.7
CDH3	504	258	0.000915694413374	0.2265	3.2953	1.5997	ENSG00000062038.13
TMEM215	504	258	0.000787974400542	0.2595	3.9413	2.3662	ENSG00000188133.5
LAMB3	504	257	0.0008598540738	0.3055	3.4256	2.0174	ENSG00000196878.12
KCNJ2	504	257	0.000842732656177	0.2859	2.8202	1.6719	ENSG00000123700.4
KLK7	504	256	0.000753683360271	0.313	3.9671	2.8632	ENSG00000169035.11
LRRK2	504	255	0.000897848063228	0.2292	3.0815	1.7191	ENSG00000188906.13
TCEAL2	504	255	0.000794605473394	0.3203	-2.73	2.172	ENSG00000184905.8
OCA2	504	255	0.000932856982023	0.2691	-3.177	1.8673	ENSG00000104044.15
KHDRBS2	504	254	0.000921508063882	0.2864	-2.7015	1.6078	ENSG00000112232.8
MUC21	504	253			3.7777	2.4569	ENSG00000204544.5
SCARA5	504	253	0.00096517094397	0.2704	-3.6067	1.65	ENSG00000168079.16
ADK	504	253	0.000989643039737	0.2339	1.0568	0.4821	ENSG00000156110.13
ARMCX6	504	253	0.000928499490627	0.309	0.915	0.6872	ENSG00000198960.10
FAM84A	504	252	0.00099706339374	0.1858	2.2575	1.0272	ENSG00000162981.13
SLC26A7	504	252	0.00100021771197	0.2715	-2.7694	1.8855	ENSG00000147606.8
RADIL	504	252	0.000999794873523	0.2492	-2.5285	1.3532	ENSG00000157927.16
SYT9	504	252	0.000994113507492	0.2609	-2.6927	1.3388	ENSG00000170743.16
PRKCQ	504	252	0.000979565150896	0.26	-1.3326	0.6646	ENSG00000065675.14
RASSF6	504	252	0.000988754744266	0.2265	-2.9562	1.3951	ENSG00000169435.13
TBC1D4	504	252	0.00101933904907	0.2476	-1.9841	0.8691	ENSG00000136111.12
PERP	504	252	0.0010239813	0.3222	1.4369	0.97	ENSG00000112378.11
EBF4	504	252	0.000999601293637	0.2822	-1.7777	1.5834	ENSG00000088881.20
HECW1	504	251	0.00111709756168	0.2621	-2.9401	1.6421	ENSG00000002746.14
SPINT1	504	250	0.00102301463737	0.2498	1.5438	0.7531	ENSG00000166145.14
RAP1GAP	504	250	0.00108563451438	0.2614	-1.9032	1.2194	ENSG00000076864.19
KCNK2	504	250	0.00110888051178	0.2815	-2.7712	1.5542	ENSG00000082482.13
LAYN	504	250	0.0010719292168	0.2265	-2.0615	0.9122	ENSG00000204381.11
OGDHL	504	249	0.00132999453405	0.305	-2.2472	1.6584	ENSG00000197444.9
C11orf74	504	249	0.00102137475578	0.281	-2.1518	0.8701	ENSG00000166352.15
SYNDIG1L	504	248	0.00117515308376	0.2465	3.2103	1.4914	ENSG00000183379.8
ALK	504	248	0.00109529568755	0.2594	2.4155	1.565	ENSG00000171094.15
TMEM98	504	248	0.00111336153937	0.3101	1.2796	0.9384	ENSG00000006042.11
ALDH3B1	504	247	0.00110278398655	0.2782	2.332	1.2425	ENSG00000006534.15
EMILIN2	504	247	0.00130573936638	0.2851	1.6795	1.0711	ENSG00000132205.10
CNTFR	504	246	0.0012150278487	0.2917	-2.9924	2.4408	ENSG00000122756.14
ANGPTL1	504	246	0.00128730433027	0.2643	-2.0952	1.2772	ENSG00000116194.12
CD276	504	246	0.00109721099302	0.3172	1.1119	0.6102	ENSG00000103855.17
GFRA1	504	245	0.0014153767189	0.2871	-2.8857	1.7708	ENSG00000151892.14
MIOX	504	245	0.00173008093056	0.2992	-2.4357	1.6469	ENSG00000100253.12
UNC5CL	504	245	0.00162513295829	0.3101	2.2707	1.4677	ENSG00000124602.9
SLC24A3	504	244	0.00143134949077	0.31	-1.842	1.45	ENSG00000185052.11
CLCNKB	504	244	0.00125372703509	0.2775	-2.6136	1.3606	ENSG00000184908.17
ABCC11	504	244	0.00199676792503	0.3221	1.8565	2.2075	ENSG00000121270.15
MTMR11	504	244	0.00124154306416	0.2692	2.0786	1.0954	ENSG00000014914.19
SCEL	504	243	0.00142899573524	0.2632	3.2093	1.7178	ENSG00000136155.16
IGSF10	504	242	0.00133540702046	0.2392	-2.9847	1.4172	ENSG00000152580.8
PRSS23	504	242	0.00139467198915	0.3107	2.0362	1.3403	ENSG00000150687.11
TUSC3	504	242	0.0011464909952	0.2253	2.7782	1.2378	ENSG00000104723.20
ACACB	504	242	0.00136899847785	0.2878	-1.6984	0.7974	ENSG00000076555.15
NRP2	504	242	0.0013273190056	0.276	1.8955	1.149	ENSG00000118257.16
AMIGO2	504	242	0.00134969387418	0.2782	2.1275	1.182	ENSG00000139211.6
CBLN1	504	242	0.00188754462637	0.3168	2.1217	2.3303	ENSG00000102924.11
GSTM5	504	242	0.0013966163899	0.2479	-2.6634	1.5619	ENSG00000134201.10
ANK2	504	241	0.00131921853601	0.258	-2.7314	1.3097	ENSG00000145362.16
SNX25	504	241	0.00159395873186	0.289	1.2268	0.8187	ENSG00000109762.15
SERINC2	504	241	0.00132252818782	0.2081	1.8163	0.69	ENSG00000168528.11
EVA1A	504	241	0.00144438149945	0.2935	2.4824	1.7283	ENSG00000115363.13
NEGR1	504	241	0.00158979133796	0.2698	-2.2624	1.2937	ENSG00000172260.13
LAD1	504	241	0.00128366555215	0.2651	2.2183	1.1736	ENSG00000159166.13
CLU	504	240	0.00158262292722	0.2839	1.3276	1.5843	ENSG00000120885.19
TPD52L1	504	239	0.00147264893156	0.2785	1.6587	0.8605	ENSG00000111907.20
TNNT3	504	238	0.00139422922006	0.2461	-3.0419	1.5309	ENSG00000130595.16
TMEM171	504	238	0.00151639608946	0.2526	-2.5372	1.21	ENSG00000157111.12
