	num_samples	pval_counts	pval	pval_std	fc	fc_std	gene_id
NDN	180	168	4.99189867322e-12	0.0312	-4.2394	1.2678	ENSG00000182636.5
OGN	180	166	8.02629024742e-15	0.101	-8.1649	2.4942	ENSG00000106809.10
CDO1	180	162	1.25130947788e-12	0.1479	-4.8793	2.0666	ENSG00000129596.4
ASPA	180	161	6.7544410249e-07	0.1005	-6.0102	1.5504	ENSG00000108381.10
SLC24A3	180	160	2.24770698052e-10	0.0623	-4.2314	1.5104	ENSG00000185052.11
MAMDC2	180	160	5.33554497672e-08	0.1169	-5.816	1.9086	ENSG00000165072.9
RSPO1	180	159	2.81935937593e-09	0.1393	-5.8439	2.3076	ENSG00000169218.13
TNXB	180	159	1.50297268712e-09	0.1226	-5.4781	1.8191	ENSG00000168477.17
WT1	180	158	4.72077959184e-14	0.1519	-5.0988	2.4248	ENSG00000184937.12
GSTM5	180	156	4.53272924981e-07	0.1008	-5.1578	1.699	ENSG00000134201.10
LTBP4	180	156	8.15059184619e-10	0.1082	-3.9108	1.4502	ENSG00000090006.17
PEG3	180	153	8.1908558439e-10	0.1243	-5.7659	2.1675	ENSG00000198300.12
FXYD1	180	151	2.76891105238e-09	0.1233	-5.1202	2.2918	ENSG00000266964.5
OSR2	180	151	2.05650679422e-06	0.1208	-4.2033	1.6749	ENSG00000164920.9
SYNE1	180	150	5.01310189494e-08	0.1408	-3.4104	1.367	ENSG00000131018.22
GPRASP1	180	150	4.75159834983e-06	0.1058	-3.966	1.2192	ENSG00000198932.12
PCDHB5	180	149	2.99834571437e-08	0.1833	-3.5561	1.8739	ENSG00000113209.8
CACNA1H	180	149	3.37252292867e-06	0.121	-4.3627	1.299	ENSG00000196557.10
BNC2	180	149	2.24272636092e-06	0.1117	-4.5901	1.5444	ENSG00000173068.17
KCNB1	180	148	1.84259095458e-06	0.1396	-5.4861	1.8988	ENSG00000158445.7
TMEM132C	180	147	3.48340063477e-09	0.1392	-6.2972	2.4504	ENSG00000181234.9
LMOD1	180	147	2.38510312374e-06	0.1062	-5.363	1.5012	ENSG00000163431.12
RIC3	180	146	2.26849646489e-08	0.207	-4.9242	2.1604	ENSG00000166405.14
TSHZ3	180	146	3.34188817133e-06	0.1111	-4.0151	1.288	ENSG00000121297.6
ADGRA2	180	145	9.0349903057e-06	0.1286	-3.605	1.3276	ENSG00000020181.17
MYH11	180	145	1.4890141559e-06	0.1119	-6.0281	1.8535	ENSG00000133392.16
OMD	180	145	1.07332489995e-06	0.1379	-6.0969	1.9093	ENSG00000127083.7
MYOCD	180	144	5.98472323015e-07	0.1186	-6.0007	2.0133	ENSG00000141052.17
MRGPRF	180	144	4.64377368943e-06	0.0929	-4.454	1.4291	ENSG00000172935.8
ARHGAP6	180	144	2.49367869267e-06	0.1508	-4.3973	1.4023	ENSG00000047648.21
JPH4	180	144	5.5393774851e-07	0.1286	-5.4335	1.6761	ENSG00000092051.16
ALDH1A2	180	144	2.63602285043e-07	0.0995	-4.8527	2.0056	ENSG00000128918.14
MAOB	180	143	1.67070913202e-07	0.1192	-4.1167	1.7854	ENSG00000069535.13
FGF2	180	143	8.46647682924e-07	0.1613	-3.931	1.5452	ENSG00000138685.12
ADCY2	180	143	1.47850241831e-06	0.1511	-4.3336	1.7797	ENSG00000078295.15
FBXL7	180	143	2.67981766082e-07	0.1517	-3.4751	1.3976	ENSG00000183580.9
F10	180	142	1.47838785592e-06	0.1067	-4.7057	1.6502	ENSG00000126218.11
EPB41L3	180	142	1.86833590676e-07	0.1479	-2.0797	1.076	ENSG00000082397.15
SPARCL1	180	142	1.02532778475e-05	0.1178	-4.3495	1.1614	ENSG00000152583.12
CNRIP1	180	142	1.68898742408e-05	0.1233	-3.5824	0.9839	ENSG00000119865.8
LRRN4CL	180	141	4.31483833795e-06	0.0931	-4.0392	1.5559	ENSG00000177363.4
TUB	180	140	1.30081137092e-07	0.1527	-3.585	1.7824	ENSG00000166402.8
ADGRD1	180	140	9.22429073756e-07	0.14	-5.1327	2.0879	ENSG00000111452.12
TCF23	180	140	2.50281156831e-06	0.1104	-6.1466	1.9152	ENSG00000163792.6
ABI3BP	180	139	1.34035000534e-06	0.1289	-4.1148	1.6998	ENSG00000154175.16
PABPC5	180	138	2.01276791267e-05	0.1227	-3.833	1.5334	ENSG00000174740.7
HAND2	180	138	7.19339752614e-06	0.1216	-4.7259	1.8387	ENSG00000164107.8
TSPYL5	180	138	1.782201898e-12	0.1939	-3.8517	2.1316	ENSG00000180543.4
MAP10	180	137	5.20611392851e-07	0.1665	-3.5496	1.8775	ENSG00000212916.4
PKNOX2	180	136	4.85112386391e-08	0.1528	-4.0706	2.2186	ENSG00000165495.15
CACNA2D1	180	136	2.17715527438e-06	0.1674	-3.6581	1.6157	ENSG00000153956.15
CCND2	180	136	3.9641212689e-07	0.1553	-3.151	1.5451	ENSG00000118971.7
PCDHGB4	180	135	9.52251549244e-06	0.2091	-3.2647	2.1693	ENSG00000253953.2
C16orf45	180	135	2.32083999697e-05	0.1156	-3.3119	1.1675	ENSG00000166780.10
TLE4	180	135	2.84981366538e-07	0.2295	-2.5122	1.4483	ENSG00000106829.18
DIRAS1	180	134	2.89221653262e-07	0.1693	-4.5413	2.0555	ENSG00000176490.4
ZNF454	180	134	1.85614778549e-05	0.2225	-2.7022	1.6198	ENSG00000178187.7
ARHGAP20	180	134	2.49546102553e-05	0.1118	-4.6034	1.5737	ENSG00000137727.12
HSPB7	180	134	1.834535857e-05	0.1107	-5.0108	1.6331	ENSG00000173641.17
AKT3	180	132	5.72939209867e-05	0.1491	-3.546	1.1678	ENSG00000117020.16
ZIK1	180	132	8.01901864718e-06	0.2193	-3.325	1.9505	ENSG00000171649.11
TMEM63B	180	132	1.22369136153e-05	0.1368	1.4327	0.5992	ENSG00000137216.18
PRDM8	180	131	4.94365513159e-05	0.1515	-4.0075	1.4592	ENSG00000152784.15
KLHDC1	180	131	2.08906332617e-05	0.1332	-2.5231	1.2632	ENSG00000197776.7
ZNF208	180	131	5.29226437451e-05	0.1736	-4.0998	1.9056	ENSG00000160321.14
CDCA5	180	130	0.000106934151634	0.1137	3.5944	1.052	ENSG00000146670.9
PHYHIP	180	130	2.93729490526e-05	0.0949	-3.9451	1.5805	ENSG00000168490.13
CCBE1	180	130	1.12938352654e-05	0.153	-5.4674	2.0824	ENSG00000183287.13
ADRA1D	180	130	6.0577963152e-05	0.1385	-4.8668	1.7498	ENSG00000171873.7
KIAA1462	180	130	4.2794612215e-05	0.1353	-3.5916	1.0117	ENSG00000165757.8
MAGEH1	180	129	1.69683843937e-09	0.205	-2.6774	1.4512	ENSG00000187601.4
GYPC	180	129	7.95685716808e-06	0.1087	-3.1015	1.2289	ENSG00000136732.14
MFAP4	180	129	8.70738332223e-06	0.1646	-4.2419	2.0525	ENSG00000166482.11
FHL1	180	129	4.64327920812e-05	0.1051	-4.7265	1.3573	ENSG00000022267.16
AUNIP	180	129	9.9813907664e-05	0.1697	3.3238	1.0061	ENSG00000127423.10
TCEAL7	180	129	2.10178771636e-05	0.1294	-4.2717	1.4334	ENSG00000182916.7
NAP1L3	180	128	1.45300677103e-05	0.1694	-3.6508	1.6934	ENSG00000186310.9
ZCCHC24	180	128	6.04266249462e-05	0.123	-3.4032	1.0006	ENSG00000165424.6
RERG	180	128	5.59463338714e-05	0.1086	-4.8362	1.5013	ENSG00000134533.6
ZNF835	180	128	9.33586531252e-06	0.2435	-3.9676	1.824	ENSG00000127903.13
STARD9	180	128	4.13289399289e-05	0.1569	-3.0134	1.0281	ENSG00000159433.11
GNAO1	180	128	1.5184522401e-05	0.144	-3.8055	1.5809	ENSG00000087258.13
FGF7	180	128	4.82807814183e-05	0.0998	-4.7497	1.656	ENSG00000140285.9
ILF2	180	128	8.74387057862e-07	0.1843	1.2849	0.599	ENSG00000143621.16
CLIP3	180	127	1.2115131707e-05	0.1422	-3.3983	1.2572	ENSG00000105270.14
CACNB2	180	127	8.17089609079e-05	0.1507	-4.0242	1.2421	ENSG00000165995.18
FAM49B	180	127	1.58254032614e-06	0.1852	1.3811	0.6802	ENSG00000153310.18
GNG7	180	127	1.12244931037e-06	0.1897	-3.5278	1.5337	ENSG00000176533.12
CASP6	180	127	3.02078432386e-05	0.1343	1.4368	0.6174	ENSG00000138794.9
PTGIS	180	127	2.30450012101e-05	0.1154	-5.036	1.9585	ENSG00000124212.5
C8orf76	180	126	3.85580126391e-06	0.1818	0.9426	0.5568	ENSG00000189376.11
ZNF229	180	126	4.52255389196e-07	0.2545	-4.2815	2.5093	ENSG00000278318.4
GSG2	180	125	0.00014380068164	0.1442	3.3474	1.0577	ENSG00000177602.5
GHR	180	125	1.65294230148e-05	0.1674	-3.6279	1.6321	ENSG00000112964.13
NECAB1	180	124	1.16319525031e-05	0.1891	-4.3026	1.7553	ENSG00000123119.11
MICU3	180	124	3.79074978947e-07	0.179	-3.3263	1.924	ENSG00000155970.11
RUNX1T1	180	124	3.46023902816e-05	0.1789	-4.0197	1.6403	ENSG00000079102.16
DZIP1	180	123	2.38468372263e-07	0.1761	-2.0692	1.4802	ENSG00000134874.17
GSPT2	180	123	4.85682202032e-08	0.2825	-3.1328	1.9668	ENSG00000189369.8
TMEM183A	180	123	2.99306076035e-05	0.1997	0.9053	0.5025	ENSG00000163444.11
