query	_id	_score	entrezgene	name	notfound	summary	symbol
EPB41L4B	54566	97.96239	54566.0	erythrocyte membrane protein band 4.1 like 4B			EPB41L4B
RIC3	79608	94.07118	79608.0	RIC3 acetylcholine receptor chaperone		This gene encodes a member of the resistance to inhibitors of cholinesterase 3-like family which functions as a chaperone of specific 5-hydroxytryptamine type 3 receptor and nicotinic acetylcholine receptor subtypes. The encoded protein influences the folding and assembly of these receptor subunits in the endoplasmic reticulum and expression on the cell surface. This protein contains an N-terminal transmembrane domain, a proline-rich spacer, and a cytosolic C-terminal coiled-coil domain. Alternative splicing results in multiple transcript variants.	RIC3
CYP2W1	54905	108.35822	54905.0	cytochrome P450 family 2 subfamily W member 1		This gene encodes a member of the cytochrome P450 superfamily of enzymes. The cytochrome P450 proteins are monooxygenases which catalyze many reactions involved in drug metabolism and synthesis of cholesterol, steroids and other lipids.	CYP2W1
TNNC1	7134	96.14552	7134.0	troponin C1, slow skeletal and cardiac type		Troponin is a central regulatory protein of striated muscle contraction, and together with tropomyosin, is located on the actin filament. Troponin consists of 3 subunits: TnI, which is the inhibitor of actomyosin ATPase; TnT, which contains the binding site for tropomyosin; and TnC, the protein encoded by this gene. The binding of calcium to TnC abolishes the inhibitory action of TnI, thus allowing the interaction of actin with myosin, the hydrolysis of ATP, and the generation of tension. Mutations in this gene are associated with cardiomyopathy dilated type 1Z.	TNNC1
B3GAT2	135152	91.770424	135152.0	beta-1,3-glucuronyltransferase 2		The product of this gene is a transmembrane protein belonging to the glucuronyltransferase family, and catalyzes the transfer of a beta-1,3 linked glucuronic acid to a terminal galactose in different glycoproteins or glycolipids containing a Gal-beta-1-4GlcNAc or Gal-beta-1-3GlcNAc residue. The encoded protein is involved in the synthesis of the human natural killer-1 (HNK-1) carbohydrate epitope, a sulfated trisaccharide implicated in cellular migration and adhesion in the nervous system.	B3GAT2
PLCH2	9651	96.72214	9651.0	phospholipase C eta 2		PLCH2 is a member of the PLC-eta family of the phosphoinositide-specific phospholipase C (PLC) superfamily of enzymes that cleave PtdIns(4,5) P2 to generate second messengers inositol 1,4,5-trisphosphate and diacylglycerol (Zhou et al., 2005 [PubMed 16107206]).	PLCH2
DLG2	1740	94.91569	1740.0	discs large MAGUK scaffold protein 2		This gene encodes a member of the membrane-associated guanylate kinase (MAGUK) family. The encoded protein forms a heterodimer with a related family member that may interact at postsynaptic sites to form a multimeric scaffold for the clustering of receptors, ion channels, and associated signaling proteins. Multiple transcript variants encoding different isoforms have been found for this gene. Additional transcript variants have been described, but their full-length nature is not known.	DLG2
CYP4F12	66002	113.72381	66002.0	cytochrome P450 family 4 subfamily F member 12		This gene encodes a member of the cytochrome P450 superfamily of enzymes. The cytochrome P450 proteins are monooxygenases which catalyze many reactions involved in drug metabolism and synthesis of cholesterol, steroids and other lipids. This protein likely localizes to the endoplasmic reticulum. When expressed in yeast the enzyme is capable of oxdizing arachidonic acid. It can also catalyze the epoxidation of 22:6n-3 and 22:5n-3 polyunsaturated long-chain fatty acids. This gene is part of a cluster of cytochrome P450 genes on chromosome 19. Alternative splicing results in multiple transcript variants.	CYP4F12
FAM153A	285596	107.15725	285596.0	family with sequence similarity 153 member A			FAM153A
FAM153B	202134	113.72706	202134.0	family with sequence similarity 153 member B			FAM153B
RORA	6095	93.85176	6095.0	RAR related orphan receptor A		The protein encoded by this gene is a member of the NR1 subfamily of nuclear hormone receptors. It can bind as a monomer or as a homodimer to hormone response elements upstream of several genes to enhance the expression of those genes. The encoded protein has been shown to interact with NM23-2, a nucleoside diphosphate kinase involved in organogenesis and differentiation, as well as with NM23-1, the product of a tumor metastasis suppressor candidate gene. Also, it has been shown to aid in the transcriptional regulation of some genes involved in circadian rhythm. Four transcript variants encoding different isoforms have been described for this gene.	RORA
ARHGAP27	201176	91.640976	201176.0	Rho GTPase activating protein 27		This gene encodes a member of a large family of proteins that activate Rho-type guanosine triphosphate (GTP) metabolizing enzymes. The encoded protein may pay a role in clathrin-mediated endocytosis. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene.	ARHGAP27
MAGI1	9223	93.848694	9223.0	membrane associated guanylate kinase, WW and PDZ domain containing 1		The protein encoded by this gene is a member of the membrane-associated guanylate kinase homologue (MAGUK) family. MAGUK proteins participate in the assembly of multiprotein complexes on the inner surface of the plasma membrane at regions of cell-cell contact. The product of this gene may play a role as scaffolding protein at cell-cell junctions. Alternatively spliced transcript variants encoding different isoforms have been identified.	MAGI1
