	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	geneId
TUSC3	3210.71625955	3.3806038563	0.312864563204	10.8053268215	3.24798307358e-27	5.52839198954e-23	ENSG00000104723.20
S1PR5	292.552275167	-2.68293960909	0.293289723809	-9.14774501558	5.81343227427e-20	3.29834769134e-16	ENSG00000180739.13
HCAR3	205.367456071	-3.9204506526	0.427710809507	-9.1661247868	4.90329207353e-20	3.29834769134e-16	ENSG00000255398.2
DTHD1	89.4217950214	-4.1164608252	0.525622339809	-7.83159411889	4.81722524333e-15	2.04984977167e-11	ENSG00000197057.8
MEP1A	90.3055487923	4.6102462289	0.606731165508	7.59849912282	2.99584887889e-14	1.01984687535e-10	ENSG00000112818.9
FCHO1	616.820745934	-2.01881658141	0.283468697624	-7.12183249274	1.06501446409e-12	3.02126853221e-09	ENSG00000130475.14
ESPNL	100.777771307	-3.18191050477	0.458518853937	-6.93954125867	3.93375225108e-12	9.56519958081e-09	ENSG00000144488.14
CCL24	101.856356793	-3.61651043346	0.527132825632	-6.86071945744	6.851459941e-12	1.4577337457e-08	ENSG00000106178.6
TPPP3	1440.77572575	2.15336918081	0.328085296517	6.56344311576	5.25792988709e-11	9.94391384535e-08	ENSG00000159713.10
FCAMR	276.53551336	-4.25000913904	0.689890635017	-6.16040995966	7.25568608508e-10	1.23499032854e-06	ENSG00000162897.14
TXNIP	49808.1014145	-1.87390334887	0.304964956762	-6.14465140116	8.01393188126e-10	1.24004667774e-06	ENSG00000265972.5
RAB3C	217.915399527	3.86038817577	0.630590593766	6.1218613375	9.24884963522e-10	1.31187224701e-06	ENSG00000152932.7
CC2D2A	526.202600094	1.56851584595	0.261555584176	5.99687386103	2.01152184192e-09	2.44557951938e-06	ENSG00000048342.15
DNAJC12	380.44335852	3.2694765087	0.544108978721	6.0088633648	1.86828491337e-09	2.44557951938e-06	ENSG00000108176.14
SH2D1B	67.2558882881	-3.02373625305	0.505619762612	-5.98025725384	2.22785496208e-09	2.5280212873e-06	ENSG00000198574.5
MUC6	2349.95443136	3.89449990983	0.660115101951	5.8997285448	3.64100109056e-09	3.87334247266e-06	ENSG00000184956.15
NR5A1	688.485913226	-4.90146911029	0.835705164954	-5.86506978279	4.48943846426e-09	4.24526289445e-06	ENSG00000136931.9
CASP8	1507.54529631	-1.51646650992	0.258443980419	-5.86767974811	4.41935797283e-09	4.24526289445e-06	ENSG00000064012.21
TMEM56	451.181263665	2.4967204201	0.428881747622	5.82146578619	5.83337480432e-09	5.22578276549e-06	ENSG00000152078.9
SERTAD2	2365.86497089	-1.49119797397	0.259077720653	-5.75579393786	8.62355267055e-09	7.33907450028e-06	ENSG00000179833.4
LIMCH1	2177.2410477	-1.35663765279	0.236498472072	-5.73634848844	9.67395101875e-09	7.84096763287e-06	ENSG00000064042.17
