	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	geneId
NEK2	1380.74807607	4.20033936706	0.111088808939	37.810643639	0.0	0.0	ENSG00000117650.12
MMP11	21585.0397174	6.23872480813	0.14121327424	44.1794501383	0.0	0.0	ENSG00000099953.9
MYOM1	530.505182706	-4.79616570035	0.123497991629	-38.8359813555	0.0	0.0	ENSG00000101605.12
GPAM	4692.92681904	-4.45995984604	0.10586627225	-42.1282411409	0.0	0.0	ENSG00000119927.13
COL10A1	7737.07120479	7.06900161948	0.155159022492	45.5597199954	0.0	0.0	ENSG00000123500.9
TNS1	14468.141176	-3.13213093072	0.0870565022913	-35.9781388901	1.83834996223e-283	5.80844954084e-280	ENSG00000079308.16
FHL1	8923.30043477	-5.00431238115	0.139105734293	-35.9748820319	2.06706389354e-283	5.80844954084e-280	ENSG00000022267.16
COL11A1	11125.7790139	6.10622683928	0.174665519851	34.9595435006	9.27353496695e-268	2.28013041e-264	ENSG00000060718.18
MPL	5.1460812653	-1.51254013977	0.0433040014143	-34.9284151665	2.75444718938e-267	6.01999735723e-264	ENSG00000117400.14
LYVE1	733.621685077	-5.02315521548	0.145213109239	-34.5916098196	3.37813207472e-262	6.64478579097e-259	ENSG00000133800.8
KIF4A	1505.77960125	3.80607991495	0.111890306615	34.0161719998	1.28474465276e-253	2.29735702908e-250	ENSG00000090889.11
PPAPDC1A	397.114971107	5.04359613148	0.150905823824	33.4221437163	6.53779034928e-245	1.07165280142e-241	ENSG00000203805.10
PKMYT1	1379.36480285	4.00130977801	0.120159120704	33.3000920328	3.84918567332e-243	5.82411401495e-240	ENSG00000127564.16
CAV1	8355.38648105	-3.4057775703	0.102559680075	-33.2077632048	8.31735392563e-242	1.16858822655e-238	ENSG00000105974.11
SORBS1	6181.72063127	-3.69853783543	0.111762335416	-33.0928825143	3.76205417969e-240	4.93330704764e-237	ENSG00000095637.20
SIK2	3562.8613452	-2.48388905561	0.0752771292044	-32.9965964677	9.08873616779e-239	1.11734650263e-235	ENSG00000170145.4
KLB	344.837032491	-4.75150194652	0.14419363951	-32.9522298116	3.93046697431e-238	4.54778149322e-235	ENSG00000134962.6
KIAA0101	1037.25868812	3.31069944353	0.101433943416	32.6389700731	1.14901851902e-233	1.25562190384e-230	ENSG00000166803.10
NPR1	1106.60848841	-3.62531123338	0.111142808027	-32.618495949	2.24247273749e-233	2.32154940771e-230	ENSG00000169418.9
HSPB7	910.106734817	-5.12926066708	0.157710219479	-32.5233246394	4.9914514738e-232	4.90909252448e-229	ENSG00000173641.17
OR5K2	2.34765704416	-1.93031250823	0.0594248482564	-32.4832551511	1.83815491636e-231	1.72173843832e-228	ENSG00000231861.2
IQGAP3	2032.40315277	3.662721376	0.113427086617	32.2914172024	9.23152515414e-229	8.25382271736e-226	ENSG00000183856.10
GYG2	2171.4231068	-4.13732845613	0.128512964245	-32.1938605994	2.15105048437e-227	1.83961578381e-224	ENSG00000056998.18
UBE2C	2068.87954799	4.16569685229	0.130303099585	31.9692844266	2.91521759949e-224	2.38926375758e-221	ENSG00000175063.16
AOC3	5357.77259971	-4.00039773416	0.125485612608	-31.8793338218	5.16436631679e-223	4.06332341805e-220	ENSG00000131471.6
UHRF1	2205.59057448	3.36283005653	0.106021367929	31.7184179209	8.65907113221e-221	6.55092035271e-218	ENSG00000276043.4
ACVR1C	555.670371931	-5.22249700322	0.164777387396	-31.6942578454	1.86415966104e-220	1.35807483455e-217	ENSG00000123612.15
SLC2A4	283.715707085	-4.63397224195	0.146323533805	-31.6693570845	4.10619120999e-220	2.88459932502e-217	ENSG00000181856.14
SPC25	379.496110842	2.98201403428	0.0945565358242	31.5368367537	2.71709550128e-218	1.84294029345e-215	ENSG00000152253.8
ASF1B	1468.7290421	3.02821941128	0.0961944778675	31.4801793035	1.62249432222e-217	1.06381544394e-214	ENSG00000105011.8
TPX2	4244.91629874	3.5325363651	0.112338350156	31.4455069013	4.83536595849e-217	3.06811769043e-214	ENSG00000088325.15
CDC25C	315.021996577	3.38033380301	0.108003625222	31.2983364777	4.915961256e-215	3.02177993455e-212	ENSG00000158402.18
IBSP	146.020071554	6.83213610744	0.218618252491	31.2514441479	2.13389937431e-214	1.27193335432e-211	ENSG00000029559.6
NIPSNAP3B	129.863845104	-3.05015697475	0.0979133662961	-31.1515893094	4.82679217634e-213	2.79244123849e-210	ENSG00000165028.11
NUF2	935.845253256	3.74620277301	0.120410177528	31.1120110435	1.65699939965e-212	9.31233662606e-210	ENSG00000143228.12
UBE2T	1247.23966126	3.20638902909	0.103064626237	31.1104706451	1.73842841041e-212	9.49857967578e-210	ENSG00000077152.9
CFL2	1247.41905646	-2.27582486787	0.0733778570796	-31.015144874	3.36876087737e-211	1.79090612048e-208	ENSG00000165410.14
SPTBN1	21299.1891821	-2.07769365103	0.0670770439778	-30.9747348396	1.18029869638e-210	6.10959877837e-208	ENSG00000115306.15
KCNIP2	943.059631653	-5.20940282903	0.168217066573	-30.9683371322	1.43924763624e-210	7.25897461664e-208	ENSG00000120049.18
LVRN	135.982919576	-5.07478605544	0.163983511787	-30.9469287499	2.79424919153e-210	1.37407203993e-207	ENSG00000172901.19
CRHBP	58.3496637244	-3.9829198016	0.129285138022	-30.8072518042	2.0953594909e-208	1.00526149234e-205	ENSG00000145708.10
HJURP	826.433110554	3.49432747987	0.114225904349	30.5913750456	1.59401387469e-205	7.46529831313e-203	ENSG00000123485.11
GSN	34908.7423014	-2.52829037187	0.0826648187781	-30.5848414022	1.94705937764e-205	8.90666464143e-203	ENSG00000148180.16
HSD17B6	279.483118084	2.96146712823	0.0969393756954	30.5496822832	5.70981139197e-205	2.55254522909e-202	ENSG00000025423.11
RP11-644F5.10	138.040792337	-2.47591794054	0.0811259262494	-30.5194412565	1.43905359493e-204	6.29026315828e-202	ENSG00000258311.5
KLHL31	268.808397599	-3.88192294058	0.127232112831	-30.510559435	1.88759758165e-204	8.07153139807e-202	ENSG00000124743.5
ACACB	3463.71151099	-3.67439069078	0.120635661467	-30.4585778872	9.22245699085e-204	3.85969636192e-201	ENSG00000076555.15
NUSAP1	2411.36540423	3.02065414458	0.0994051752654	30.3872925782	8.0857466687e-203	3.31347160361e-200	ENSG00000137804.12
TROAP	775.037163176	3.57027601822	0.118219380527	30.2004290863	2.3380545421e-200	9.38561894758e-198	ENSG00000135451.12
CAT	6094.70108358	-2.05579666766	0.0681654779961	-30.158912225	8.19608865237e-200	3.22434127584e-197	ENSG00000121691.4
MMP13	1598.60187804	6.09182123432	0.202094804208	30.1433837361	1.30968626238e-199	5.05128015314e-197	ENSG00000137745.11
CDK1	2469.63581651	3.13869097664	0.104314646155	30.0886892907	6.81263972344e-199	2.5770119877e-196	ENSG00000170312.15
MMD	1659.71956181	-2.87913997916	0.0961047227917	-29.9583609996	3.4241576886e-197	1.27081474971e-194	ENSG00000108960.7
PYGM	102.164496344	-3.44322251418	0.114978761136	-29.946596051	4.87264444458e-197	1.77490585602e-194	ENSG00000068976.13
PLK1	1662.13538487	3.45084571723	0.11532956165	29.9216061162	1.03038850124e-196	3.68504396717e-194	ENSG00000166851.14
RDH5	406.388287192	-4.24525813515	0.142396555305	-29.8129271881	2.65627288813e-195	9.33015851955e-193	ENSG00000135437.9
EBF1	1036.70742551	-3.09423932677	0.103919002154	-29.7754911289	8.11371161378e-195	2.79994223584e-192	ENSG00000164330.16
FAM13A	1724.40176333	-2.52345174271	0.084851927805	-29.7394744938	2.37249548204e-194	8.04603209169e-192	ENSG00000138640.14
NAALAD2	95.3326470736	-3.10461919576	0.104502708774	-29.708504518	5.96275819715e-194	1.98792294471e-191	ENSG00000077616.10
ACSM5	213.152510878	-3.7779954213	0.127194053641	-29.7026104065	7.10514377546e-194	2.32930296772e-191	ENSG00000183549.10
KIF20A	1596.16418065	3.39142623613	0.114620022665	29.5884275475	2.1053923052e-192	6.78902731856e-190	ENSG00000112984.11
ITIH5	2881.75798731	-4.01720407209	0.135948607741	-29.5494315009	6.67847047727e-192	2.11879861755e-189	ENSG00000123243.14
CAV2	2638.87168647	-2.94108313666	0.0995978710508	-29.5295783497	1.20132691783e-191	3.75080959901e-189	ENSG00000105971.14
AP000349.2	1165.79162976	6.25849771746	0.211990772503	29.5225006427	1.48088892356e-191	4.55141955101e-189	ENSG00000280178.1
DTL	1609.92865318	3.00839885029	0.102115136027	29.4608514206	9.14188896529e-191	2.76647624534e-188	ENSG00000143476.17
PBK	795.153151347	3.41896013435	0.116073647057	29.4550935637	1.08338645661e-190	3.22881993962e-188	ENSG00000168078.9
CEP55	1216.37009116	3.3886723349	0.115394182404	29.3660587069	1.49047287431e-189	4.37576140859e-187	ENSG00000138180.15
ACO1	3467.90121773	-2.0809652602	0.0709912376238	-29.3129874876	7.0850177937e-189	2.04944558826e-186	ENSG00000122729.18
INHBA	4151.32618871	3.34918477542	0.114611271954	29.2221237783	1.01538540471e-187	2.89458418995e-185	ENSG00000122641.9
SLC24A2	304.373394553	4.94340966927	0.169277258248	29.2030348342	1.77456881039e-187	4.98653835719e-185	ENSG00000155886.11
WDR62	695.264853315	2.90860104119	0.0996287497217	29.1943946834	2.28446985653e-187	6.32894677154e-185	ENSG00000075702.16
PPP1R12B	3521.34115011	-2.14181000563	0.0735028417901	-29.1391455551	1.14668748949e-186	3.13268651642e-184	ENSG00000077157.20
CKAP2L	633.275961095	3.27621641235	0.112473920955	29.1286760924	1.55620824052e-186	4.19323508097e-184	ENSG00000169607.12
KIFC1	1837.66929881	3.15728463402	0.1085057621	29.0978522515	3.82168393186e-186	1.01584490459e-183	ENSG00000237649.7
PDE2A	815.955329158	-3.13407437746	0.107909850034	-29.0434504032	1.86166301096e-185	4.88252152342e-183	ENSG00000186642.15
CENPF	6320.22061511	3.21375565211	0.110705549772	29.0297610078	2.77162584814e-185	7.17340532012e-183	ENSG00000117724.12
BUB1	1437.59925397	3.24663855163	0.111905836741	29.0122360564	4.61184563614e-185	1.17811693069e-182	ENSG00000169679.14
MELK	1099.75377946	3.59580345195	0.123979720065	29.0031583396	6.00302791389e-185	1.51384050085e-182	ENSG00000165304.7
SYNE3	1254.86802958	-3.03196408535	0.104640532385	-28.9750445286	1.35749424349e-184	3.37998883158e-182	ENSG00000176438.12
LPL	8128.88772495	-4.71403309539	0.162971691741	-28.9254719334	5.71153742199e-184	1.40432426363e-181	ENSG00000175445.14
HMMR	817.86504606	3.02292552181	0.104753013989	28.8576472093	4.06253504456e-183	9.8654400403e-181	ENSG00000072571.19
SLC16A7	726.368427315	-3.43763698644	0.119128396212	-28.8565706898	4.19087537136e-183	1.00529900676e-180	ENSG00000118596.11
LIPE	3370.34295951	-4.52268050584	0.157109825309	-28.7867451761	3.14315944741e-182	7.44890919646e-180	ENSG00000079435.9
SPC24	544.487317347	3.14509269541	0.109334983394	28.7656575944	5.77062294668e-182	1.35128754001e-179	ENSG00000161888.11
WISP1	1206.57046609	3.51815055869	0.122323803331	28.7609644475	6.60570226556e-182	1.5286372184e-179	ENSG00000104415.13
KIF18B	610.954792308	3.52526628952	0.122988397321	28.6634053805	1.09120946205e-180	2.4958244324e-178	ENSG00000186185.13
HSD17B13	64.1237282756	-5.12130120361	0.179123714767	-28.5908608486	8.72817780891e-180	1.97337077588e-177	ENSG00000170509.11
CST1	1152.95026505	6.86963183236	0.240407517575	28.5749459986	1.37632869711e-179	3.07640744003e-177	ENSG00000170373.8
PTTG1	1308.39890239	3.19765592018	0.111935083855	28.5670569947	1.72476667369e-179	3.81192814287e-177	ENSG00000164611.12
CCNB1	2827.64352443	2.54426269792	0.0891108663799	28.5516548237	2.67916680897e-179	5.85546790361e-177	ENSG00000134057.14
DLGAP5	951.73595071	3.26420081598	0.114409729858	28.5307973372	4.86240461083e-179	1.05102745819e-176	ENSG00000126787.12
KIF2C	1493.36668183	3.37129745703	0.118179773651	28.5268566091	5.44172026407e-179	1.16346345211e-176	ENSG00000142945.12
SH3D19	4165.16576039	-2.05693019151	0.0721601357173	-28.5050765366	1.01344141553e-178	2.14348307995e-176	ENSG00000109686.16
PAFAH1B3	3468.07399385	2.47622150268	0.08691799109	28.4891709027	1.59547816403e-178	3.33862292409e-176	ENSG00000079462.7
RRM2	2996.08841708	3.36728389381	0.118245230888	28.4771222359	2.24966068016e-178	4.65798163987e-176	ENSG00000171848.13
ITSN1	2986.87157348	-1.83799547777	0.0647530375375	-28.384698968	3.12400171481e-177	6.40094934691e-175	ENSG00000205726.13
