	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	geneId
STX12	3816.88601635	-1.80985507377	0.151846187177	-11.9190024288	9.4230039088e-33	1.78189003915e-28	ENSG00000117758.13
GPR155	2846.87145039	-4.0842653391	0.345127362543	-11.8340815084	2.60175983018e-32	2.45996391943e-28	ENSG00000163328.13
ESRRB	69.6431352061	-5.11006901851	0.43901798863	-11.6397713781	2.58708151883e-31	1.63072371737e-27	ENSG00000119715.14
TMED6	219.915728807	-5.00643215366	0.4365169286	-11.4690446708	1.88731277351e-30	8.92227113677e-27	ENSG00000157315.4
SIK2	4932.99553565	-2.02487527532	0.17979844656	-11.2619175197	2.0230807989e-29	7.65129158145e-26	ENSG00000170145.4
MYBPC3	21.4175946051	-4.430668385	0.398828186597	-11.1092157824	1.131488195e-28	3.56607362792e-25	ENSG00000134571.10
TPX2	8442.588496	2.48959051847	0.228518636871	10.8944747464	1.22471181678e-27	3.30847149363e-24	ENSG00000088325.15
NBPF12	2531.92617311	-2.49154375399	0.229393695942	-10.8614307981	1.7597019996e-27	4.15949560155e-24	ENSG00000268043.7
MMP11	9638.86517265	4.91384306205	0.454275853811	10.8168704562	2.86390081053e-27	6.01737381413e-24	ENSG00000099953.9
BIRC5	2604.57653001	2.63647724328	0.244509411104	10.7827229692	4.15403590892e-27	7.85528190377e-24	ENSG00000089685.14
SIGLEC11	104.943178207	-5.36745024397	0.499480192557	-10.7460722646	6.18391493062e-27	1.06307119398e-23	ENSG00000161640.15
AQP4	396.538057588	-7.24452108229	0.681297428202	-10.6334190948	2.08331809229e-26	3.28296209376e-23	ENSG00000171885.13
DUSP19	399.200201216	-2.59529304453	0.245046229001	-10.5910344147	3.27947608091e-26	4.77037636078e-23	ENSG00000162999.12
NUF2	1252.07984131	2.67400388217	0.253995453258	10.5277627921	6.43455699676e-26	8.69124805777e-23	ENSG00000143228.12
ASAH2	291.525777179	-2.88591297541	0.276279546407	-10.4456265871	1.53438752387e-25	1.93435120509e-22	ENSG00000188611.14
CRY2	2049.64632226	-1.70719236775	0.163750195861	-10.4255897758	1.89480116122e-25	2.23941812242e-22	ENSG00000121671.11
CKM	206.807810745	-5.80539664781	0.557874821894	-10.4062711203	2.3213703636e-25	2.58218315152e-22	ENSG00000104879.4
UBE2T	1344.61985927	2.33283129544	0.224348953553	10.3982267735	2.52589798261e-25	2.6535961584e-22	ENSG00000077152.9
KIF18A	1140.91761676	2.36541632245	0.228462159265	10.3536460045	4.02845962133e-25	4.00937744418e-22	ENSG00000121621.6
VIP	173.445985518	-5.72566865641	0.555112553341	-10.3144283478	6.06411033233e-25	5.73361631921e-22	ENSG00000146469.12
SLC25A4	1700.94648353	-2.37183488485	0.232063332877	-10.2206361317	1.60285535277e-24	1.44333308194e-21	ENSG00000151729.10
KIF23	2723.60132064	2.22084756816	0.218439699192	10.1668679108	2.78727447085e-24	2.29162435843e-21	ENSG00000137807.13
COL10A1	1908.85733807	5.44569747664	0.535595513789	10.1675561808	2.76765390225e-24	2.29162435843e-21	ENSG00000123500.9
RAB11FIP2	1913.77126963	-1.85041267354	0.183760532386	-10.0696958673	7.52102911643e-24	5.92594419132e-21	ENSG00000107560.10
NEK2	1480.44204475	2.50326973881	0.249509472858	10.0327643281	1.0940979548e-23	8.27575693013e-21	ENSG00000117650.12
CKS2	2697.42458662	2.22426833512	0.221951639844	10.0214097841	1.22739513298e-23	8.92693921718e-21	ENSG00000123975.4
RGMB	2805.48361841	-2.30779326655	0.231739615825	-9.95856171736	2.31385826431e-23	1.57145519881e-20	ENSG00000174136.11
HMP19	20.0986422879	-5.00516315409	0.50262710062	-9.95800494624	2.32685063812e-23	1.57145519881e-20	ENSG00000170091.10
ESM1	503.303196576	4.12861498368	0.415382571532	9.93930719927	2.80773016017e-23	1.83083370099e-20	ENSG00000164283.12
KIF14	1643.09137719	2.44260717371	0.246032059325	9.92800361225	3.14488793446e-23	1.98232769469e-20	ENSG00000118193.11
KIF2C	2545.07286234	2.27485817741	0.229288055272	9.9213985426	3.36014538542e-23	1.99610926498e-20	ENSG00000142945.12
TRIP13	2157.19381251	2.5810360439	0.260162176061	9.92087352198	3.37786866628e-23	1.99610926498e-20	ENSG00000071539.13
UBE2C	3612.78663145	2.4844221893	0.25071887434	9.90919489343	3.79693431958e-23	2.17575842374e-20	ENSG00000175063.16
MTURN	2170.32444751	-2.51829695	0.254642915186	-9.88952293511	4.62225335465e-23	2.57078855695e-20	ENSG00000180354.15
PEBP4	31.8916333775	-5.29513419835	0.541128005894	-9.78536342727	1.30126950101e-22	7.0305732183e-20	ENSG00000134020.7
