	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	geneId
PYCR1	5701.50286708	3.70840549442	0.124034862053	29.8980902066	2.08355939596e-196	4.08940202646e-192	ENSG00000183010.16
FAM83A	5851.5435891	6.69311410525	0.230564693832	29.0292238331	2.81523704747e-185	2.76273287653e-181	ENSG00000147689.16
OTUD1	1042.2591825	-2.11385643404	0.081673246711	-25.8818709818	1.06562821972e-147	6.97169502284e-144	ENSG00000165312.6
TUBB3	4048.00706413	4.92385306332	0.190605163552	25.8327370129	3.80353550266e-147	1.86629978277e-143	ENSG00000258947.6
C16orf59	247.700366154	3.51873420113	0.139856627613	25.1595813597	1.11010777813e-139	4.35761707227e-136	ENSG00000162062.14
ETV4	1948.83768822	3.87811411033	0.155758976475	24.898174077	7.78679283184e-137	2.54718971517e-133	ENSG00000175832.12
EPAS1	25523.8514399	-2.690809423	0.110308186712	-24.393560471	2.00164007441e-131	5.61231282007e-128	ENSG00000116016.13
SAPCD2	825.281614096	3.78416262312	0.155676522254	24.3078568837	1.61903882834e-130	3.97210938547e-127	ENSG00000186193.8
TOP2A	4848.01579166	3.79612495188	0.156968834797	24.1839404414	3.28316093504e-129	7.15984440801e-126	ENSG00000131747.14
B3GNT3	1734.06987932	4.32537436251	0.180877497177	23.9132807012	2.22834306676e-126	4.37356893714e-123	ENSG00000179913.10
IQGAP3	1223.72472421	3.60116725656	0.151078410886	23.8364120687	1.40089097112e-125	2.49957155365e-122	ENSG00000183856.10
WWC2	2019.60677605	-2.38408887623	0.101312290275	-23.5320795706	1.9156235763e-122	3.13316199434e-119	ENSG00000151718.15
PECAM1	11020.5892265	-2.3095876993	0.0987279598725	-23.3934510779	4.98260618461e-121	7.52258550656e-118	ENSG00000261371.5
AKAP2	5418.39520754	-2.609928103	0.111611161507	-23.3841138088	6.20117143066e-121	8.69359940496e-118	ENSG00000241978.9
UHRF1	1158.68311042	3.42254924741	0.147373524997	23.2236369964	2.62783637495e-119	3.43843630208e-116	ENSG00000276043.4
KIF4A	787.283845917	3.76879071939	0.163157436309	23.099104795	4.7268977493e-118	5.79842638285e-115	ENSG00000090889.11
S1PR1	1655.8178603	-2.83045025419	0.123185751666	-22.9770912294	7.90045945046e-117	9.12131280201e-114	ENSG00000170989.8
ADM2	676.080253107	3.46698518032	0.151698097632	22.8545066446	1.31811621201e-115	1.43725927184e-112	ENSG00000128165.8
PTPN21	1144.81059402	-2.47863742663	0.108527011107	-22.8388988265	1.88413974394e-115	1.94631635549e-112	ENSG00000070778.12
