	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	geneId
MFSD4	3608.9626653	-5.19846635681	0.125662757066	-41.3683932947	0.0	0.0	ENSG00000174514.12
CXorf58	4.0921823386	-2.2359127312	0.05700755918	-39.2213377201	0.0	0.0	ENSG00000165182.10
SPAG4	2200.30259929	4.08583413599	0.120624344217	33.8723842397	1.69959535868e-251	1.11448132987e-247	ENSG00000061656.9
NDUFA4L2	73445.6296885	5.79745332553	0.174246274131	33.2716056881	9.94339039802e-243	4.89015939775e-239	ENSG00000185633.10
ACPP	398.377132124	-5.60639482614	0.171275372164	-32.7332222683	5.26175067321e-235	2.07018318487e-231	ENSG00000014257.15
EGLN3	27505.7336571	4.2397637657	0.130170425141	32.5708682377	1.06062955192e-232	3.47745075757e-229	ENSG00000129521.13
GABRD	776.806728196	5.2356136163	0.161431122509	32.4324921671	9.56376844882e-231	2.68769218465e-227	ENSG00000187730.7
HILPDA	10144.2692454	4.71143963819	0.146740368444	32.1073177623	3.48497560603e-226	8.56955501522e-223	ENSG00000135245.9
NOL3	5240.56764707	3.41482200142	0.107128311389	31.8759995106	5.74412079039e-223	1.25553715765e-219	ENSG00000140939.14
DDB2	2570.17388885	2.19476666338	0.0694066824347	31.6218350509	1.8501608558e-219	3.63963643552e-216	ENSG00000134574.11
SCARB1	13043.4348328	4.09435612288	0.131173405283	31.2133096952	7.03008712051e-214	1.25723521668e-210	ENSG00000073060.15
SIM2	314.611560486	-4.55030863621	0.148140706402	-30.7161262204	3.46694219023e-207	5.68347389718e-204	ENSG00000159263.15
COL23A1	9919.46789791	5.18860605188	0.169529505544	30.6059174493	1.02102106108e-205	1.54504048566e-202	ENSG00000050767.15
CDKN2A	320.354697048	4.85139216329	0.159610682344	30.3951595975	6.36463051182e-203	8.94321510204e-200	ENSG00000147889.16
STC2	7073.39858634	4.24719830694	0.140916110136	30.1399059543	1.45459688631e-199	1.90765532983e-196	ENSG00000113739.10
HSF4	4211.99085346	5.66785779609	0.189778391862	29.8656645812	5.49643089956e-196	6.75786179101e-193	ENSG00000102878.15
CDCA2	1121.09046253	4.68303361599	0.157221834898	29.7861529159	5.90430316102e-195	6.83232069316e-192	ENSG00000184661.13
CA9	13819.5819472	5.97126157333	0.201573621852	29.6232290638	7.50512684745e-193	8.20226974128e-190	ENSG00000107159.12
ANGPTL4	41521.380365	4.92791043595	0.168023117667	29.3287644246	4.45867634062e-189	4.61637268278e-186	ENSG00000167772.11
TREM2	1272.68729692	4.25259244333	0.145922841355	29.1427469739	1.03231648519e-186	1.01538649483e-183	ENSG00000095970.16
SAP30	927.264267154	2.48829758561	0.0860385042604	28.9207443458	6.54949423379e-184	6.13531669368e-181	ENSG00000164105.3
ATP1A1	68540.0051877	-2.75028326282	0.0955735327635	-28.7766202974	4.20801260259e-182	3.76272835991e-179	ENSG00000163399.15
FABP6	1156.24357391	6.40407543418	0.222896519181	28.7311594533	1.55761953241e-181	1.33223875833e-178	ENSG00000170231.15
FECH	2081.58670393	-1.96387390587	0.0684718328014	-28.6814858829	6.49368708264e-181	5.32265884541e-178	ENSG00000066926.10
DOC2A	1528.13297529	6.07929758782	0.213116054093	28.5257608288	5.61472225539e-179	4.41811264832e-176	ENSG00000149927.17
SIGLEC8	412.841433115	5.02577383268	0.176586117133	28.4607528285	3.58720236567e-178	2.7141324976e-175	ENSG00000105366.15
VEGFA	86853.6950202	3.48075409454	0.122305939728	28.4594035438	3.72780897902e-178	2.71605400871e-175	ENSG00000112715.20
SEMA5B	8019.31718882	3.89215534656	0.137341956716	28.3391575279	1.1385716077e-176	7.99927880955e-174	ENSG00000082684.14
NETO2	3692.7471889	3.29674644602	0.117571805995	28.0402807298	5.24800565077e-173	3.55995748834e-170	ENSG00000171208.9
