	num_samples	pval_counts	pval	pval_std	fc	fc_std	gene_id
ZNF169	3	3	3.3262869296e-07	0.0	-2.8412	0.4334	ENSG00000175787.16
ZNF229	3	3	1.65868314543e-05	0.0	-4.6284	0.8512	ENSG00000278318.4
FLRT1	3	3	2.94310056264e-07	0.0	-4.8258	0.6016	ENSG00000126500.3
TBKBP1	3	3	0.000661176479903	0.0004	-1.8637	0.6341	ENSG00000198933.9
WSB2	3	3	8.06728622812e-06	0.0	1.346	0.2466	ENSG00000176871.8
PLK1	3	3	6.50668984212e-13	0.0	4.1257	0.2112	ENSG00000166851.14
COMMD9	3	3	3.08925808811e-05	0.0001	1.6085	0.121	ENSG00000110442.11
FANCD2	3	3	1.70873887716e-12	0.0	2.3269	0.2674	ENSG00000144554.10
ZNF789	3	3	1.89814589429e-09	0.0	-2.0148	0.5301	ENSG00000198556.13
ZNF781	3	3	3.08598869166e-05	0.0001	-3.9753	1.0414	ENSG00000196381.10
NUF2	3	3	0.000479699468793	0.0003	4.1745	0.8207	ENSG00000143228.12
SYCP2	3	3	1.56476973533e-10	0.0	4.1281	0.3379	ENSG00000196074.12
UBE2G2	3	3	1.34692941004e-05	0.0002	-1.3977	0.2184	ENSG00000184787.18
ARRB1	3	3	4.25147863886e-11	0.0	-1.0812	1.7708	ENSG00000137486.16
IGDCC3	3	3	0.000251686970491	0.0001	-6.1736	0.9234	ENSG00000174498.13
FANCI	3	3	3.03766532239e-37	0.0	3.8138	0.4951	ENSG00000140525.17
PRSS53	3	3	5.49086535208e-06	0.0	-3.0035	2.0699	ENSG00000151006.7
SMS	3	3	8.4008016877e-07	0.0	1.6764	0.6739	ENSG00000102172.15
KIAA0101	3	3	1.93682112859e-09	0.0	8.2055	1.0483	ENSG00000166803.10
RAI2	3	3	4.59445654411e-10	0.0	-5.2038	1.0233	ENSG00000131831.17
IGIP	3	3	3.46159261152e-05	0.0	-1.9028	0.1105	ENSG00000182700.4
SYN2	3	3	8.05187444711e-08	0.0	-4.9927	1.4233	ENSG00000157152.16
PCSK2	3	3	0.000367319187441	0.0001	-6.0431	1.1032	ENSG00000125851.9
CELA3A	3	3	4.36642941442e-07	0.0	-6.3374	0.9571	ENSG00000142789.19
ADRA1D	3	3	7.27938630787e-08	0.0	-6.6242	1.7953	ENSG00000171873.7
