	num_samples	pval_counts	pval	pval_std	fc	fc_std	gene_id
GMNN	4	4	3.53688920439e-05	0.0001	-2.3176	0.4833	ENSG00000112312.9
SFXN4	4	4	2.47006832275e-05	0.0	-1.5773	0.0992	ENSG00000183605.16
ACTR3	4	4	7.93081622267e-05	0.0001	1.2981	0.1785	ENSG00000115091.11
C1GALT1	4	4	2.67038602967e-05	0.0002	1.7082	0.2521	ENSG00000106392.10
ANXA2	4	4	2.42043953015e-05	0.0	2.3502	0.5884	ENSG00000182718.16
ANGEL1	4	4	2.78130971723e-07	0.0001	-2.2075	0.4559	ENSG00000013523.9
SEMA7A	4	4	1.91296409316e-12	0.0	4.6804	0.7302	ENSG00000138623.9
PARP6	4	4	5.02227943846e-07	0.0001	-1.4623	0.206	ENSG00000137817.16
SPINT2	4	4	5.04768932958e-09	0.0	1.83	0.6079	ENSG00000167642.12
CDNF	4	4	4.30246498603e-05	0.0001	-2.7591	0.3271	ENSG00000185267.9
IDS	4	4	8.36658291612e-05	0.0002	1.4144	0.216	ENSG00000010404.17
ASPHD2	4	4	7.41901536816e-07	0.0	3.3753	0.6151	ENSG00000128203.6
GJB2	4	4	1.3664727725e-15	0.0	5.792	0.6345	ENSG00000165474.5
SLC30A2	4	4	4.21024082435e-07	0.0002	-4.8788	0.8689	ENSG00000158014.14
CCDC149	4	4	5.22116525581e-07	0.0	-1.7826	0.1725	ENSG00000181982.17
NBL1	4	4	4.55379875773e-06	0.0	3.4675	0.1883	ENSG00000158747.13
GSTA2	4	4	2.73150670536e-10	0.0	-6.1196	1.0275	ENSG00000244067.2
CKLF	4	4	5.36790749304e-07	0.0001	2.2175	0.4525	ENSG00000217555.12
ZDHHC23	4	4	2.47243515389e-05	0.0001	-1.6497	0.4037	ENSG00000184307.13
SMAD4	4	4	4.36405174455e-05	0.0001	-0.8645	0.4679	ENSG00000141646.13
HMGA1	4	4	5.56828853427e-10	0.0	2.3717	0.4901	ENSG00000137309.19
EPB41L4B	4	4	4.69071482012e-06	0.0	-3.4937	1.0463	ENSG00000095203.14
YWHAB	4	4	2.05169141578e-07	0.0	1.3844	0.1751	ENSG00000166913.12
CDS1	4	4	3.24288514528e-06	0.0002	1.6385	0.1706	ENSG00000163624.5
ITM2B	4	4	3.8516662406e-05	0.0003	1.2975	0.1483	ENSG00000136156.12
SP6	4	4	2.63501718913e-06	0.0	2.661	1.0073	ENSG00000189120.4
MCOLN3	4	4	2.41914065433e-07	0.0	-3.4017	1.3365	ENSG00000055732.12
KIAA0922	4	4	1.14316815136e-05	0.0001	-2.5659	0.2712	ENSG00000121210.15
TMEM56-RWDD3	4	4	2.72065439245e-05	0.0001	-2.2325	0.3412	ENSG00000271092.5
SLC38A3	4	4	7.35935316279e-16	0.0001	-5.0319	1.2041	ENSG00000188338.14
FAM150B	4	4	6.76518365966e-21	0.0	-5.1497	1.3436	ENSG00000189292.15
NRTN	4	4	7.87194735739e-09	0.0	-3.7579	0.1982	ENSG00000171119.2
AP2M1	4	4	2.91288697153e-07	0.0	0.9529	0.326	ENSG00000161203.13
DPH7	4	4	2.59711725224e-05	0.0001	-2.0065	0.4297	ENSG00000148399.11
CLK4	4	4	1.69621735398e-06	0.0	-1.9792	0.1655	ENSG00000113240.12
