	num_samples	pval_counts	pval	pval_std	fc	fc_std	gene_id
LCAT	1212	1164	1.42750471511e-13	0.0308	-3.4532	1.044	ENSG00000213398.7
CENPT	1212	1147	1.82561008265e-13	0.042	-2.4396	0.6983	ENSG00000102901.12
LY6G5B	1212	1134	6.20274772799e-10	0.0337	-3.4409	1.0117	ENSG00000240053.8
SEC31B	1212	1125	1.40700326114e-11	0.0396	-3.2866	1.1442	ENSG00000075826.16
MYO15B	1212	1124	7.07849112763e-13	0.0342	-3.6496	1.2131	ENSG00000266714.6
CHKB	1212	1115	6.66647830144e-11	0.062	-2.2298	0.6655	ENSG00000100288.19
CCNL2	1212	1114	8.24014944918e-12	0.067	-2.4681	0.7653	ENSG00000221978.11
MAN2C1	1212	1112	4.65439620408e-09	0.0304	-2.5164	0.6452	ENSG00000140400.14
LENG8	1212	1111	6.50075067964e-10	0.0386	-3.0623	0.8169	ENSG00000167615.16
CLCN6	1212	1104	7.99049113181e-11	0.0493	-1.8945	0.5874	ENSG00000011021.21
ARGLU1	1212	1103	2.80818329691e-10	0.0413	-2.2331	0.6546	ENSG00000134884.13
WSB1	1212	1100	2.86584794884e-08	0.0581	-2.3977	0.625	ENSG00000109046.14
PEAR1	1212	1083	6.15064817539e-11	0.0409	-3.8089	1.186	ENSG00000187800.13
TAF1C	1212	1082	2.46055415598e-08	0.0401	-2.3882	0.6744	ENSG00000103168.16
LGI4	1212	1078	2.38912311948e-08	0.0583	-4.7445	1.3342	ENSG00000153902.13
FAM193B	1212	1078	3.43157307374e-09	0.0653	-2.3774	0.6986	ENSG00000146067.15
CAPN3	1212	1076	2.51764658897e-10	0.0502	-3.3448	1.2144	ENSG00000092529.22
PRCD	1212	1074	7.1343579698e-09	0.0555	-4.3073	1.2462	ENSG00000214140.10
ADCY4	1212	1074	6.63707102057e-09	0.0338	-4.0864	1.1634	ENSG00000129467.13
ABCA9	1212	1067	2.47990356176e-12	0.1293	-5.0046	1.9993	ENSG00000154258.16
MICU3	1212	1064	1.27972208209e-11	0.098	-3.3888	1.4034	ENSG00000155970.11
ADAM33	1212	1053	5.01551409653e-10	0.0334	-5.4886	1.9699	ENSG00000149451.17
TDRD10	1212	1048	1.73094551648e-09	0.0649	-4.3675	1.4658	ENSG00000163239.12
EGFL8	1212	1047	3.8041514913e-10	0.0817	-2.9238	1.0686	ENSG00000241404.6
STARD9	1212	1041	7.31634281086e-08	0.0918	-3.6058	1.1437	ENSG00000159433.11
HOXD4	1212	1041	3.01576106775e-09	0.0736	-3.9423	1.6332	ENSG00000170166.5
SLC25A27	1212	1039	1.0702904313e-10	0.0775	-4.0999	1.6359	ENSG00000153291.15
POU6F1	1212	1035	3.27380390515e-08	0.0363	-2.2758	0.7988	ENSG00000184271.15
NRBP2	1212	1035	8.95904722049e-09	0.0809	-2.4294	0.8982	ENSG00000185189.15
HIF3A	1212	1028	7.92327807424e-10	0.0669	-6.5933	2.2271	ENSG00000124440.15
ENGASE	1212	1022	6.91869691043e-08	0.0878	-2.3421	0.8119	ENSG00000167280.16
SPRY2	1212	1022	3.86493523668e-11	0.1295	-3.4114	1.3234	ENSG00000136158.10
PHYKPL	1212	1017	2.33983283813e-07	0.0864	-1.8509	0.6369	ENSG00000175309.14
AHSA2	1212	1017	9.59440796274e-08	0.0761	-2.5394	0.8649	ENSG00000173209.22
PRSS53	1212	1013	1.61400622193e-07	0.0891	-3.005	1.1033	ENSG00000151006.7
ABCA10	1212	1011	7.34035367099e-09	0.111	-5.1705	1.9286	ENSG00000154263.17
FXYD1	1212	1008	3.87279338608e-13	0.1921	-4.6833	2.2227	ENSG00000266964.5
