	num_samples	pval_counts	pval	pval_std	fc	fc_std	gene_id
GALNT3	330	329	2.58413147507e-08	0.0045	5.4522	0.6455	ENSG00000115339.13
CORO6	330	329	1.91919136025e-17	0.0026	-7.004	1.3434	ENSG00000167549.18
SLC26A10	330	329	5.901893945e-13	0.0003	-6.4676	1.397	ENSG00000135502.16
NFATC4	330	328	1.77844670981e-13	0.0054	-3.8632	0.871	ENSG00000100968.13
ADAM33	330	328	9.75533959782e-17	0.0006	-7.4557	2.0241	ENSG00000149451.17
MAL2	330	326	1.63338530574e-05	0.001	6.3381	0.7504	ENSG00000147676.13
DSP	330	326	3.06856994282e-07	0.0036	4.661	0.6205	ENSG00000096696.13
CLCN6	330	325	4.81373100072e-11	0.017	-2.0791	0.5515	ENSG00000011021.21
GSTM2	330	324	7.43202014511e-11	0.0031	-5.058	1.1178	ENSG00000213366.12
RIC3	330	323	3.45137643263e-16	0.0109	-6.9513	2.0612	ENSG00000166405.14
PNISR	330	322	8.26029246719e-10	0.0316	-2.6805	0.6154	ENSG00000132424.14
TSPYL2	330	322	1.45284388549e-07	0.0026	-3.9383	0.6699	ENSG00000184205.14
SPEG	330	322	9.32324559074e-19	0.0368	-7.218	2.0996	ENSG00000072195.14
DTX3	330	322	8.92443848478e-12	0.0229	-4.1576	1.1326	ENSG00000178498.15
STARD9	330	321	5.75888290381e-12	0.0187	-4.6894	1.127	ENSG00000159433.11
TNS2	330	321	7.49047722877e-14	0.0185	-3.3604	0.85	ENSG00000111077.17
RBPMS	330	321	2.41517796558e-10	0.0398	-3.9087	0.928	ENSG00000157110.15
C8orf46	330	321	3.83293805866e-09	0.0195	-6.3325	1.5434	ENSG00000169085.11
MYO5B	330	321	1.39543187178e-05	0.012	5.3363	0.6463	ENSG00000167306.18
SEC31B	330	320	1.97062027123e-14	0.0294	-3.3968	1.1567	ENSG00000075826.16
RIMKLB	330	320	7.91929686791e-16	0.0545	-4.3821	1.2986	ENSG00000166532.15
