	num_samples	pval_counts	pval	pval_std	fc	fc_std	gene_id
SLC25A29	72	72	2.89911659044e-08	0.0001	-4.0977	0.6613	ENSG00000197119.12
RP2	72	71	3.17121556215e-06	0.0002	2.1674	0.3633	ENSG00000102218.5
ATAD3B	72	71	1.47821838768e-10	0.0003	-3.4614	0.8681	ENSG00000160072.19
RGL3	72	70	3.63826966479e-08	0.0005	-3.6953	1.031	ENSG00000205517.12
SGSM2	72	70	1.36700970358e-09	0.0808	-2.2033	0.6268	ENSG00000141258.12
RAPGEF3	72	70	1.20934993008e-12	0.0005	-3.8693	0.8717	ENSG00000079337.15
CCNL2	72	70	7.57663459327e-11	0.0004	-3.1804	0.7165	ENSG00000221978.11
SH3GLB2	72	70	2.34952345658e-07	0.0193	-2.5681	0.5733	ENSG00000148341.17
TRMU	72	70	1.61474268181e-08	0.0002	-2.0777	0.4308	ENSG00000100416.12
ENTHD2	72	70	4.96607049556e-09	0.0004	-2.7838	0.5248	ENSG00000167302.9
MRPS25	72	70	1.20895094181e-09	0.1132	-2.2363	0.4883	ENSG00000131368.7
SDR39U1	72	70	4.92734574561e-08	0.0009	-1.9475	0.5124	ENSG00000100445.16
BRICD5	72	70	7.59317433769e-09	0.0007	-4.3783	0.9008	ENSG00000182685.7
TMEM123	72	70	9.12686043312e-08	0.0002	1.8273	0.4416	ENSG00000152558.14
LENG8	72	70	2.08478942868e-11	0.0141	-3.3043	0.7881	ENSG00000167615.16
NEIL1	72	70	2.01256411011e-11	0.0017	-3.6061	0.9277	ENSG00000140398.13
CCDC57	72	70	5.6712143696e-11	0.001	-2.6571	0.6682	ENSG00000176155.18
TAF1C	72	69	4.87004901006e-08	0.0102	-2.3767	0.583	ENSG00000103168.16
FAM73B	72	69	7.02926471625e-10	0.0007	-2.5496	0.6119	ENSG00000148343.18
CDCA2	72	68	3.93845706643e-09	0.0888	5.3537	1.2178	ENSG00000184661.13
ACAP3	72	68	1.0587799048e-06	0.0116	-2.4513	0.7031	ENSG00000131584.18
RALGPS1	72	68	3.80545536162e-11	0.0627	-3.3068	0.8797	ENSG00000136828.18
KRT13	72	68	1.11622953755e-08	0.0943	-6.7016	1.3997	ENSG00000171401.14
TRPV6	72	68	4.40154233333e-08	0.0974	-6.1336	1.4206	ENSG00000165125.17
KBTBD12	72	68	1.24922980061e-07	0.0445	-5.6437	1.6964	ENSG00000187715.13
PPP1R12C	72	68	1.77501521363e-06	0.0066	-1.4559	0.6101	ENSG00000125503.12
SNRNP70	72	68	3.61031752556e-07	0.0024	-2.6836	0.5277	ENSG00000104852.14
PLA2G4F	72	68	2.7307602877e-17	0.0751	-8.8824	2.2251	ENSG00000168907.13
CCDC130	72	68	4.32904956694e-07	0.0928	-2.1515	0.5943	ENSG00000104957.13
EGLN3	72	68	1.14282316511e-06	0.0997	4.4057	1.3258	ENSG00000129521.13
TLR3	72	68	3.28948421009e-08	0.1149	3.7443	0.8264	ENSG00000164342.12
PRRG2	72	68	3.32151119717e-08	0.088	-3.8591	0.9188	ENSG00000126460.10
CA9	72	68	4.29834950812e-20	0.1246	9.513	2.2768	ENSG00000107159.12
SCN2A	72	67	1.83395280205e-11	0.0951	-5.4537	1.7775	ENSG00000136531.13
SMIM5	72	67	1.97699351925e-07	0.0937	-5.2402	1.2527	ENSG00000204323.5
CNTD1	72	67	5.11315696717e-07	0.0044	-3.1875	0.6336	ENSG00000176563.9
DMRT2	72	67	9.50272044271e-08	0.0917	-6.5127	1.7907	ENSG00000173253.14
CA10	72	67	1.20854042258e-08	0.0953	-6.7029	1.6887	ENSG00000154975.13
PRSS22	72	67	2.35509270281e-09	0.0118	-6.9954	1.3385	ENSG00000005001.9
KRT4	72	67	1.41592283642e-06	0.0143	-6.3152	1.2007	ENSG00000170477.12
PRPF40B	72	67	1.11195164106e-06	0.0066	-2.2941	0.5063	ENSG00000110844.13
FBN3	72	67	6.80655593359e-08	0.0764	-6.7068	1.4235	ENSG00000142449.12
